#{"t_start": 1679480980.870534, "env_id": "FrozenLake-v1"}
r,l,t 
0.0,29,450.768581
1.0,8,450.782593
0.0,19,450.816624
0.0,21,450.852657
0.0,8,450.86667
1.0,9,450.882684
0.0,25,450.929727
0.0,31,450.984777
1.0,18,451.015805
0.0,18,451.047835
1.0,15,451.073858
0.0,12,451.094878
1.0,70,451.217989
1.0,28,451.267034
1.0,57,451.366124
0.0,69,451.524268
0.0,30,451.576315
0.0,9,451.59233
1.0,89,451.755478
1.0,46,451.840556
0.0,7,451.852566
1.0,49,451.942648
0.0,64,452.059755
0.0,23,452.101793
0.0,8,452.116807
1.0,73,452.250929
1.0,34,452.312985
1.0,14,452.376042
1.0,43,452.456115
1.0,27,452.50516
0.0,17,452.535187
1.0,9,452.551202
1.0,15,452.579227
0.0,46,452.661302
1.0,55,452.759391
1.0,23,452.800428
1.0,12,452.822448
0.0,27,452.870492
1.0,26,452.917535
0.0,9,452.933549
0.0,33,452.993604
1.0,31,453.050656
0.0,37,453.117717
0.0,14,453.145743
0.0,28,453.199792
0.0,86,453.394969
0.0,34,453.457026
1.0,50,453.549109
0.0,55,455.236644
0.0,73,455.358754
1.0,7,455.370765
0.0,33,455.428819
0.0,9,455.443832
0.0,12,455.46385
0.0,10,455.480866
1.0,66,455.590966
0.0,5,455.599974
0.0,19,455.631002
0.0,24,455.671039
1.0,78,455.836189
0.0,15,455.862213
1.0,49,455.945288
1.0,42,456.017354
1.0,46,456.096426
0.0,22,456.13446
1.0,56,456.234551
1.0,12,456.25457
1.0,13,456.27759
0.0,30,456.329638
1.0,52,456.41972
0.0,6,456.429729
1.0,16,456.457754
1.0,22,456.495789
0.0,47,456.576862
1.0,42,456.649929
0.0,12,456.670948
0.0,45,456.784051
1.0,32,456.839101
0.0,27,456.886144
0.0,10,456.905161
1.0,46,456.987236
0.0,29,457.038282
1.0,45,457.117354
1.0,29,457.1684
0.0,40,457.238464
0.0,10,457.25648
1.0,32,457.312531
1.0,55,457.408619
1.0,16,457.436644
1.0,13,457.459665
1.0,32,457.516717
1.0,15,457.542741
1.0,11,457.561758
1.0,13,457.584779
1.0,36,457.685871
1.0,31,457.73992
0.0,20,457.774952
1.0,36,457.838009
0.0,32,457.89406
0.0,49,457.979137
0.0,100,458.153296
1.0,22,458.192332
1.0,8,458.206344
1.0,77,458.341467
1.0,29,458.394515
0.0,34,458.455571
0.0,8,458.469584
1.0,22,458.54265
1.0,58,458.645744
1.0,17,458.675771
1.0,59,458.780866
1.0,25,458.825908
1.0,13,458.848928
1.0,59,460.460302
0.0,38,460.523359
1.0,52,460.609437
1.0,82,460.748564
1.0,33,460.803614
1.0,52,460.890693
0.0,24,460.963759
0.0,13,460.985779
0.0,46,461.06285
1.0,85,461.208982
1.0,15,461.235006
0.0,32,461.290056
0.0,5,461.299064
0.0,52,461.389146
1.0,17,461.422176
1.0,14,461.446198
1.0,37,461.510256
0.0,11,461.529274
0.0,16,461.557299
1.0,40,461.626362
1.0,27,461.672404
0.0,11,461.691421
1.0,61,461.797518
0.0,35,461.893605
1.0,60,461.9977
0.0,28,462.046744
0.0,14,462.071767
1.0,40,462.143832
0.0,23,462.185871
1.0,18,462.2179
0.0,18,462.249929
0.0,17,462.279956
1.0,40,462.35002
1.0,17,462.380048
0.0,12,462.401067
0.0,63,462.512167
0.0,35,462.574224
1.0,12,462.595243
1.0,79,462.7684
0.0,100,462.947563
1.0,37,463.012623
1.0,69,463.133733
1.0,52,463.225816
1.0,25,463.269857
0.0,32,463.325907
1.0,79,463.465034
0.0,26,463.511076
0.0,13,463.534097
1.0,12,463.555116
1.0,21,463.59215
1.0,14,463.617172
1.0,10,463.635189
1.0,34,463.731276
1.0,14,463.7573
1.0,80,463.90043
1.0,55,463.998519
0.0,50,465.607983
0.0,44,465.683051
0.0,29,465.732096
1.0,15,465.757118
1.0,27,465.802159
0.0,3,465.807163
0.0,20,465.840194
1.0,24,465.88023
0.0,18,465.91326
0.0,66,466.025362
1.0,59,466.160485
0.0,8,466.174498
1.0,13,466.196518
1.0,50,466.282596
1.0,69,466.403706
0.0,24,466.445744
0.0,100,466.621905
0.0,7,466.633916
0.0,28,466.685963
0.0,17,466.714989
0.0,69,466.834097
1.0,48,466.917173
1.0,25,466.960212
1.0,30,467.046291
0.0,24,467.08933
1.0,32,467.14538
0.0,8,467.159394
1.0,15,467.186418
1.0,62,467.295517
0.0,4,467.302524
0.0,11,467.321541
1.0,22,467.360576
1.0,61,467.470676
1.0,25,467.515718
1.0,47,467.598793
0.0,27,467.645836
1.0,45,467.725909
1.0,9,467.741923
0.0,22,467.779958
0.0,26,467.826
1.0,16,467.854025
1.0,45,467.968131
0.0,43,468.044201
0.0,51,468.134283
0.0,2,468.138286
1.0,73,468.272408
0.0,80,468.414538
0.0,100,468.5937
0.0,9,468.609715
1.0,30,468.662763
0.0,46,468.745839
1.0,22,468.784874
1.0,74,468.958031
1.0,15,468.985056
0.0,53,469.080142
1.0,27,469.129187
1.0,35,469.192245
1.0,28,469.24229
1.0,61,470.894793
0.0,45,470.971863
1.0,18,471.00189
0.0,41,471.071954
1.0,35,471.131007
0.0,22,471.171044
1.0,22,471.209079
0.0,23,471.248114
1.0,54,471.375229
0.0,28,471.423273
0.0,34,471.482327
1.0,93,471.641472
0.0,32,471.696522
1.0,37,471.761581
1.0,43,471.83765
1.0,63,471.950753
1.0,24,471.992791
0.0,7,472.005803
1.0,37,472.069862
1.0,16,472.097887
1.0,29,472.148933
1.0,21,472.184966
1.0,29,472.270043
0.0,82,472.412172
1.0,70,472.533283
1.0,14,472.557304
0.0,25,472.600344
1.0,38,472.670408
1.0,20,472.705439
0.0,18,472.736467
0.0,12,472.757487
1.0,40,472.82755
1.0,7,472.839561
0.0,50,472.927641
1.0,16,472.955667
0.0,34,473.015721
1.0,23,473.055758
1.0,77,473.226913
0.0,8,473.240927
0.0,82,473.384056
1.0,32,473.44311
1.0,21,473.481144
1.0,24,473.523183
0.0,100,473.699343
1.0,17,473.729371
1.0,45,473.808442
1.0,8,473.823456
1.0,31,473.877505
1.0,22,473.91654
1.0,30,473.969589
1.0,35,474.065676
1.0,14,474.090699
1.0,33,474.153756
1.0,39,474.224821
1.0,30,474.27887
0.0,36,474.342929
1.0,21,474.379962
1.0,90,474.540122
1.0,25,474.585162
1.0,32,476.156592
1.0,29,476.204635
0.0,13,476.226655
1.0,67,476.336755
1.0,29,476.383798
0.0,49,476.501906
0.0,10,476.518921
0.0,100,476.685072
1.0,26,476.728113
0.0,7,476.740125
1.0,26,476.784165
1.0,85,476.926293
0.0,24,476.967331
0.0,24,477.009369
1.0,44,477.085438
1.0,14,477.10946
0.0,54,477.205548
1.0,37,477.269606
1.0,45,477.380707
0.0,33,477.437759
0.0,8,477.451771
1.0,46,477.530843
1.0,13,477.553864
0.0,98,477.724019
1.0,63,477.833118
0.0,14,477.85714
0.0,100,478.034301
1.0,56,478.131389
1.0,19,478.16442
0.0,8,478.178432
1.0,23,478.218469
1.0,33,478.310552
0.0,100,478.484711
0.0,15,478.510734
1.0,28,478.559779
1.0,11,478.578796
1.0,19,478.611826
1.0,24,478.655867
1.0,32,478.713919
1.0,31,478.767968
1.0,28,478.817013
1.0,77,478.952136
0.0,48,479.036212
0.0,61,479.14331
0.0,100,479.354502
0.0,14,479.379524
0.0,22,479.421563
0.0,22,479.460598
1.0,23,479.501636
1.0,13,479.524657
1.0,40,479.595721
1.0,11,479.615739
1.0,11,479.634757
0.0,32,479.691808
0.0,32,479.74886
1.0,32,479.804912
0.0,59,481.424384
1.0,85,481.565512
0.0,13,481.621563
1.0,25,481.665603
1.0,97,481.830756
0.0,14,481.854778
1.0,15,481.879801
1.0,28,481.926844
1.0,46,482.003913
0.0,15,482.028936
1.0,18,482.058964
1.0,16,482.085988
0.0,12,482.107008
1.0,8,482.120019
0.0,14,482.145042
0.0,17,482.174068
1.0,7,482.186079
1.0,89,482.340219
1.0,78,482.513377
1.0,40,482.58344
0.0,100,482.756598
0.0,38,482.822658
1.0,98,482.991812
1.0,25,483.034851
1.0,34,483.093904
0.0,51,483.185989
0.0,38,483.252048
1.0,100,483.461239
0.0,35,483.524296
0.0,39,483.593359
1.0,48,483.678436
1.0,29,483.729482
1.0,34,483.789537
1.0,50,483.876616
1.0,45,483.958691
0.0,39,484.027754
1.0,32,484.083819
1.0,41,484.154884
1.0,29,484.20593
1.0,24,484.247968
0.0,27,484.330043
0.0,48,484.41512
1.0,23,484.456158
1.0,34,484.516212
0.0,40,484.587277
1.0,33,484.648332
0.0,22,484.68937
1.0,48,484.776449
0.0,56,484.877555
1.0,27,484.925599
0.0,6,484.936609
1.0,17,484.966636
1.0,9,484.982651
1.0,18,485.014679
1.0,17,485.045708
0.0,38,486.633752
0.0,19,486.665781
1.0,37,486.728838
1.0,77,486.89599
1.0,11,486.916009
1.0,43,486.990076
0.0,25,487.033116
0.0,62,487.139212
1.0,27,487.186255
1.0,44,487.261322
0.0,21,487.298357
1.0,13,487.321378
1.0,26,487.367419
1.0,12,487.388438
1.0,23,487.428475
1.0,15,487.454499
0.0,100,487.63166
1.0,29,487.71974
0.0,43,487.795809
1.0,23,487.835845
1.0,30,487.888893
1.0,39,487.956955
1.0,66,488.073061
0.0,34,488.133116
1.0,56,488.231205
0.0,19,488.265236
1.0,44,488.342306
1.0,23,488.383343
1.0,43,488.462415
0.0,100,488.672606
1.0,30,488.725654
0.0,16,488.754681
1.0,16,488.782706
0.0,30,488.835755
0.0,23,488.875791
0.0,41,488.948857
0.0,36,489.011915
0.0,11,489.031933
1.0,44,489.109003
1.0,27,489.16105
0.0,49,489.248129
1.0,56,489.349221
0.0,29,489.400268
1.0,57,489.537392
0.0,15,489.563416
1.0,39,489.63348
1.0,21,489.671514
0.0,21,489.709549
0.0,12,489.731569
1.0,16,489.760595
0.0,6,489.771605
0.0,28,489.822652
1.0,25,489.868694
1.0,36,489.939759
0.0,15,489.966783
1.0,28,490.017829
1.0,24,490.060869
1.0,10,490.079886
1.0,20,490.115919
1.0,11,490.135937
1.0,20,490.171969
0.0,28,490.222015
0.0,10,490.241032
1.0,77,491.924563
0.0,47,492.037666
1.0,68,492.152771
1.0,23,492.192807
1.0,65,492.301906
1.0,58,492.399995
0.0,50,492.485073
1.0,29,492.534117
1.0,71,492.654227
1.0,41,492.724291
0.0,62,492.831388
1.0,19,492.89945
1.0,24,492.942489
0.0,49,493.026565
1.0,21,493.062598
1.0,16,493.090623
0.0,32,493.145674
0.0,42,493.21874
1.0,97,493.385892
1.0,23,493.425928
1.0,41,493.496993
1.0,24,493.540032
1.0,56,493.63712
1.0,91,493.832298
0.0,33,493.88935
1.0,42,493.962419
1.0,53,494.055504
1.0,26,494.100544
1.0,35,494.160599
0.0,17,494.190627
1.0,43,494.265695
0.0,17,494.294721
0.0,14,494.319744
0.0,100,494.498907
1.0,69,494.620017
1.0,22,494.658052
0.0,60,494.798179
1.0,9,494.814193
1.0,13,494.837214
0.0,14,494.861236
0.0,21,494.89827
0.0,62,495.00737
1.0,21,495.045404
1.0,14,495.069426
1.0,34,495.130481
1.0,28,495.186532
0.0,11,495.205549
1.0,11,495.229572
1.0,13,495.258598
0.0,31,495.313648
1.0,22,495.352683
1.0,60,495.45978
1.0,20,495.494813
1.0,32,495.551865
0.0,64,497.222383
0.0,4,497.22939
0.0,39,497.29545
0.0,66,497.409553
0.0,17,497.43858
1.0,32,497.49363
1.0,17,497.522657
1.0,22,497.560691
0.0,33,497.617743
0.0,16,497.644768
1.0,9,497.659781
1.0,32,497.713831
0.0,77,497.844949
1.0,65,497.957051
1.0,9,497.973066
0.0,30,498.025113
1.0,11,498.079163
1.0,28,498.127206
0.0,29,498.180254
0.0,50,498.266333
0.0,6,498.276341
0.0,7,498.288352
1.0,28,498.336396
1.0,17,498.366424
1.0,28,498.414468
0.0,80,498.552742
0.0,93,498.712888
1.0,13,498.735908
0.0,28,498.783952
0.0,33,498.841004
1.0,14,498.866026
0.0,41,498.974281
1.0,7,498.986292
1.0,60,499.090387
1.0,9,499.106401
1.0,32,499.162452
0.0,32,499.218503
0.0,20,499.253535
1.0,44,499.333608
0.0,100,499.509874
0.0,13,499.532895
1.0,51,499.621976
0.0,30,499.678027
1.0,19,499.711057
1.0,72,499.839173
0.0,16,499.903231
0.0,12,499.924251
0.0,45,500.002391
0.0,13,500.025412
0.0,7,500.037423
0.0,30,500.08947
0.0,83,500.233601
1.0,51,500.322682
1.0,39,500.391745
0.0,16,500.422773
0.0,35,500.483829
0.0,8,500.497842
0.0,13,500.520862
1.0,20,500.555894
1.0,23,500.595931
1.0,26,500.641973
0.0,13,500.664995
1.0,71,500.824141
1.0,42,500.899209
0.0,19,502.459011
1.0,12,502.479029
1.0,37,502.542455
0.0,38,502.607514
0.0,58,502.708521
0.0,7,502.720532
1.0,56,502.814618
1.0,32,502.869668
1.0,19,502.901697
0.0,100,503.071949
0.0,100,503.278137
1.0,20,503.313169
0.0,15,503.338191
1.0,7,503.350202
1.0,72,503.474315
0.0,12,503.495334
1.0,31,503.548439
0.0,81,503.686271
0.0,10,503.703287
0.0,18,503.733314
0.0,10,503.750329
1.0,40,503.81739
1.0,19,503.84942
0.0,16,503.876444
0.0,27,503.923487
0.0,13,503.946508
1.0,27,503.994552
0.0,36,504.057609
1.0,17,504.122669
1.0,76,504.260794
0.0,30,504.313842
0.0,17,504.34387
0.0,26,504.389911
1.0,38,504.456975
1.0,62,504.567075
0.0,12,504.588094
1.0,46,504.670168
1.0,56,504.770259
1.0,60,504.875355
1.0,13,504.900378
0.0,25,504.94642
0.0,41,505.054518
0.0,10,505.072535
0.0,14,505.097558
0.0,28,505.147603
0.0,100,505.328767
1.0,40,505.400833
1.0,27,505.448876
1.0,89,505.609022
1.0,84,505.767166
0.0,16,505.796192
0.0,6,505.807202
1.0,39,505.876265
1.0,32,505.933317
0.0,100,506.149514
1.0,68,507.810845
1.0,23,507.84988
1.0,60,507.954976
0.0,58,508.053065
0.0,38,508.119125
1.0,13,508.141145
0.0,19,508.174176
1.0,43,508.247242
1.0,26,508.292283
0.0,10,508.309298
0.0,23,508.349334
0.0,21,508.385367
1.0,64,508.533502
0.0,6,508.544513
0.0,45,508.623584
1.0,48,508.710663
0.0,27,508.757706
0.0,15,508.78373
0.0,63,508.89383
0.0,22,508.932865
1.0,80,509.071992
0.0,12,509.093011
1.0,25,509.137051
1.0,17,509.167078
0.0,31,509.221127
0.0,18,509.253157
1.0,15,509.27918
1.0,9,509.295195
1.0,8,509.309207
0.0,30,509.39929
1.0,84,509.549426
1.0,77,509.684549
1.0,41,509.756614
0.0,10,509.774631
1.0,67,509.891737
1.0,16,509.919763
0.0,48,510.00484
1.0,71,510.129954
0.0,25,510.177998
1.0,55,510.312119
1.0,21,510.349153
0.0,12,510.371173
0.0,39,510.440236
1.0,22,510.480272
1.0,13,510.503293
0.0,17,510.53332
0.0,35,510.596378
0.0,59,510.701476
0.0,31,510.756526
0.0,20,510.791558
0.0,4,510.798564
0.0,43,510.875634
1.0,70,511.003751
0.0,100,511.215944
0.0,65,511.332049
0.0,17,511.363077
1.0,57,511.465171
1.0,96,513.159711
0.0,40,513.227773
0.0,25,513.270812
0.0,30,513.321859
1.0,9,513.337873
1.0,71,513.457996
1.0,40,513.526058
1.0,28,513.574102
1.0,42,513.680198
1.0,16,513.707223
1.0,22,513.744256
1.0,56,513.839343
0.0,37,513.903401
1.0,34,513.961959
0.0,18,513.992986
1.0,26,514.036026
1.0,9,514.051039
1.0,52,514.138118
1.0,43,514.210184
1.0,35,514.269238
1.0,13,514.291257
0.0,40,514.36032
0.0,18,514.392349
1.0,19,514.425379
1.0,14,514.449401
0.0,37,514.548491
1.0,38,514.614551
0.0,40,514.687618
1.0,25,514.730657
1.0,16,514.759683
1.0,21,514.795716
1.0,22,514.834751
1.0,27,514.880794
1.0,12,514.902814
0.0,11,514.921831
0.0,14,514.946854
1.0,37,515.011913
0.0,6,515.021922
1.0,9,515.037936
1.0,40,515.108
1.0,43,515.183068
1.0,43,515.258137
0.0,13,515.280157
1.0,20,515.315189
1.0,32,515.371239
1.0,10,515.389256
0.0,100,515.60245
1.0,36,515.665507
0.0,13,515.688528
0.0,28,515.738584
1.0,39,515.807647
1.0,18,515.838675
1.0,22,515.877711
0.0,16,515.906737
1.0,85,516.056874
0.0,14,516.081896
1.0,15,516.108921
0.0,9,516.124936
0.0,32,516.187993
1.0,59,516.293088
1.0,55,516.42621
0.0,30,516.479259
0.0,47,516.563335
0.0,30,516.617384
1.0,21,516.655419
1.0,26,516.702462
0.0,43,518.328246
1.0,30,518.378291
1.0,24,518.421331
1.0,43,518.493396
1.0,42,518.56346
1.0,79,518.697582
1.0,35,518.756636
0.0,64,518.899766
1.0,33,518.955971
1.0,14,518.979993
1.0,50,519.06407
1.0,85,519.214206
1.0,11,519.233223
0.0,11,519.252241
0.0,22,519.290275
1.0,45,519.368346
1.0,21,519.404379
0.0,42,519.477453
1.0,46,519.556517
1.0,21,519.593551
1.0,11,519.612568
1.0,7,519.624579
1.0,24,519.665617
1.0,44,519.776717
0.0,39,519.843779
1.0,33,519.902832
0.0,26,519.949875
0.0,22,519.98791
0.0,100,520.161067
1.0,25,520.204106
1.0,77,520.338228
1.0,37,520.402286
1.0,35,520.463342
1.0,27,520.511385
1.0,14,520.535408
1.0,89,520.729584
1.0,31,520.784637
1.0,75,520.914755
0.0,14,520.939777
1.0,73,521.066893
1.0,45,521.145965
0.0,14,521.169987
0.0,100,521.345146
1.0,15,521.37117
1.0,49,521.461252
0.0,60,521.603381
0.0,8,521.617393
0.0,6,521.628404
1.0,17,521.659432
1.0,53,521.753518
0.0,38,521.82158
1.0,65,521.937685
0.0,59,523.57117
1.0,21,523.607203
0.0,100,523.778359
1.0,19,523.810388
1.0,51,523.896468
0.0,82,524.069626
1.0,35,524.12868
0.0,100,524.295831
0.0,37,524.35989
1.0,45,524.440964
0.0,75,524.571084
1.0,38,524.637144
0.0,40,524.707208
1.0,39,524.77527
0.0,72,524.936416
0.0,61,525.043514
0.0,23,525.08355
1.0,8,525.097563
1.0,29,525.149611
1.0,55,525.246698
1.0,12,525.267718
0.0,2,525.27072
0.0,14,525.295743
0.0,27,525.341785
0.0,56,525.440875
0.0,40,525.510939
0.0,47,525.594014
1.0,23,525.635052
1.0,58,525.736144
1.0,22,525.80921
1.0,54,525.906298
0.0,38,525.975361
1.0,25,526.019401
0.0,4,526.026408
1.0,27,526.07345
1.0,16,526.102477
0.0,31,526.156526
0.0,23,526.196562
0.0,17,526.226589
1.0,19,526.259619
0.0,8,526.274633
1.0,62,526.382731
1.0,22,526.421767
1.0,51,526.511849
1.0,32,526.5679
0.0,17,526.597927
0.0,64,526.749065
1.0,13,526.772085
1.0,16,526.800111
1.0,86,526.954251
1.0,54,527.051339
1.0,29,527.103387
0.0,29,527.156435
1.0,11,527.176453
0.0,100,528.880002
1.0,30,528.934052
0.0,7,528.946063
1.0,36,529.007118
0.0,19,529.040148
1.0,31,529.093196
1.0,10,529.110212
0.0,32,529.199293
1.0,31,529.253342
1.0,37,529.316399
0.0,48,529.398474
0.0,17,529.428501
1.0,29,529.478547
0.0,27,529.525589
1.0,21,529.562623
0.0,42,529.63669
1.0,17,529.66972
1.0,92,529.830867
0.0,100,530.005025
1.0,20,530.075089
0.0,100,530.250248
1.0,8,530.264261
0.0,15,530.291286
0.0,29,530.342332
1.0,61,530.452432
1.0,25,530.497473
0.0,85,530.646609
0.0,100,530.822769
1.0,43,530.898838
1.0,35,530.994925
1.0,13,531.017946
1.0,29,531.068993
0.0,10,531.086009
0.0,93,531.255162
0.0,16,531.284189
0.0,35,531.346245
1.0,18,531.378274
0.0,4,531.38528
1.0,40,531.456345
0.0,10,531.474362
1.0,38,531.542423
0.0,12,531.563442
0.0,11,531.583461
0.0,20,531.619493
0.0,36,531.683552
1.0,28,531.733597
1.0,57,531.834689
1.0,23,531.911759
1.0,12,531.933779
1.0,75,532.0669
0.0,10,532.084917
0.0,11,532.103934
1.0,29,532.155981
1.0,36,532.22004
1.0,31,532.27509
1.0,36,532.339148
0.0,29,532.391196
0.0,16,532.419221
0.0,10,532.437237
1.0,47,532.521314
1.0,7,534.085736
1.0,37,534.149795
0.0,30,534.201842
1.0,24,534.241878
0.0,27,534.286919
1.0,29,534.334963
1.0,63,534.476091
0.0,11,534.495109
1.0,16,534.522133
1.0,85,534.666264
1.0,22,534.703298
0.0,31,534.756346
1.0,18,534.787374
0.0,100,534.960532
1.0,13,534.983553
0.0,26,535.027593
0.0,20,535.062624
0.0,25,535.105664
1.0,25,535.148702
0.0,35,535.208757
1.0,54,535.336874
1.0,18,535.367902
0.0,81,535.50903
1.0,27,535.555072
1.0,48,535.639148
1.0,18,535.674181
0.0,30,535.727229
1.0,15,535.753253
1.0,23,535.793289
1.0,9,535.808302
0.0,13,535.831323
1.0,43,535.906392
1.0,56,536.00348
0.0,60,536.107575
1.0,64,536.252707
1.0,42,536.325773
0.0,16,536.353799
0.0,56,536.456892
1.0,12,536.478912
0.0,46,536.559986
1.0,14,536.585009
1.0,33,536.643062
1.0,72,536.770177
0.0,16,536.798203
0.0,17,536.82823
0.0,9,536.844245
1.0,21,536.881278
1.0,23,536.922315
1.0,31,536.977365
1.0,32,537.033417
0.0,31,537.122498
1.0,99,537.300659
1.0,32,537.357712
1.0,82,537.503844
0.0,78,537.64197
1.0,16,537.669995
1.0,12,537.692016
0.0,37,537.758075
1.0,11,537.777092
0.0,100,539.475637
0.0,37,539.571725
0.0,24,539.611761
1.0,30,539.661807
1.0,39,539.726866
0.0,49,539.809941
1.0,12,539.829959
0.0,11,539.847976
1.0,49,539.930051
0.0,16,539.956074
0.0,74,540.080187
0.0,24,540.122225
0.0,8,540.136238
1.0,21,540.175274
1.0,26,540.220315
0.0,54,540.313399
0.0,100,540.519587
1.0,64,540.630687
1.0,37,540.694746
0.0,30,540.745792
1.0,27,540.792835
1.0,49,540.877912
0.0,23,540.921952
1.0,25,540.964992
1.0,39,541.033053
0.0,31,541.087103
1.0,30,541.13915
1.0,42,541.211215
1.0,45,541.333327
1.0,18,541.365356
1.0,13,541.387376
0.0,9,541.40339
1.0,23,541.444428
0.0,43,541.520497
1.0,15,541.54652
1.0,15,541.573545
1.0,37,541.638604
1.0,34,541.703663
0.0,73,541.831779
1.0,31,541.885829
1.0,44,541.9639
1.0,55,542.060988
1.0,33,542.119041
0.0,12,542.14006
1.0,43,542.215128
1.0,52,542.343245
0.0,6,542.354255
1.0,92,542.522408
0.0,59,542.626502
1.0,22,542.665538
0.0,35,542.729597
1.0,38,542.797658
1.0,15,542.824683
0.0,9,542.840698
1.0,26,542.888741
0.0,18,542.92077
0.0,31,542.976821
1.0,51,544.588286
0.0,100,544.793473
1.0,50,544.877549
1.0,14,544.901571
1.0,26,544.945611
1.0,25,544.98865
1.0,50,545.073728
1.0,29,545.122773
0.0,11,545.140789
0.0,41,545.209852
1.0,35,545.268905
1.0,83,545.415038
0.0,17,545.444064
0.0,41,545.515129
0.0,9,545.530143
0.0,35,545.625229
1.0,47,545.708305
0.0,6,545.718314
1.0,30,545.771362
0.0,9,545.786376
1.0,23,545.826412
1.0,12,545.847431
1.0,46,545.929508
1.0,18,545.960536
0.0,10,545.978553
1.0,23,546.018589
1.0,51,546.108671
0.0,44,546.188744
1.0,29,546.240791
0.0,100,546.417953
1.0,91,546.61313
0.0,62,546.722229
0.0,3,546.727233
0.0,34,546.787288
0.0,10,546.805305
1.0,43,546.881374
0.0,100,547.06354
0.0,39,547.132602
1.0,12,547.154623
1.0,86,547.307762
1.0,65,547.457898
1.0,48,547.543976
1.0,26,547.590018
1.0,78,547.733149
0.0,27,547.781192
0.0,8,547.795205
0.0,12,547.817225
1.0,11,547.836242
1.0,15,547.863267
0.0,85,548.016406
0.0,14,548.041429
1.0,11,548.061447
0.0,15,548.088472
0.0,40,548.161541
1.0,24,548.20458
1.0,45,548.285654
0.0,23,549.878102
0.0,100,550.083288
0.0,7,550.095299
1.0,17,550.124326
1.0,41,550.193388
1.0,52,550.28347
1.0,33,550.339521
1.0,47,550.420595
0.0,100,550.592752
1.0,22,550.629785
1.0,30,550.684835
1.0,20,550.719867
1.0,51,550.842979
0.0,6,550.852988
1.0,87,551.005126
0.0,100,551.180286
0.0,23,551.220322
0.0,36,551.28438
1.0,13,551.306401
0.0,13,551.329421
1.0,17,551.359448
1.0,28,551.411496
1.0,47,551.494571
1.0,28,551.544617
1.0,8,551.55863
0.0,7,551.570641
0.0,21,551.607674
0.0,45,551.686746
1.0,26,551.766819
0.0,20,551.80085
1.0,18,551.832879
0.0,18,551.863907
0.0,7,551.875918
1.0,36,551.938976
0.0,13,551.960996
1.0,42,552.034062
0.0,49,552.119139
1.0,27,552.170186
0.0,11,552.190204
1.0,23,552.23024
0.0,20,552.265272
1.0,43,552.341342
1.0,31,552.395391
0.0,37,552.46045
0.0,88,552.649622
1.0,64,552.761724
1.0,15,552.788748
1.0,34,552.847802
0.0,35,552.913862
1.0,15,552.939886
1.0,21,552.976919
1.0,27,553.023962
0.0,36,553.08802
0.0,30,553.141069
0.0,100,553.31823
1.0,69,553.441342
1.0,27,553.489385
0.0,57,553.625509
1.0,21,555.189932
0.0,30,555.239977
1.0,21,555.275009
1.0,13,555.297029
1.0,54,555.387111
1.0,18,555.417138
1.0,16,555.444163
0.0,51,555.530241
1.0,18,555.560269
0.0,13,555.583289
1.0,26,555.626328
1.0,22,555.664363
1.0,27,555.709404
1.0,18,555.740433
1.0,9,555.755446
0.0,31,555.807494
1.0,6,555.817502
0.0,11,555.83652
0.0,67,555.988661
1.0,59,556.090754
1.0,91,556.246896
1.0,12,556.267915
0.0,47,556.348988
0.0,20,556.383019
0.0,27,556.430062
1.0,40,556.499125
0.0,100,556.675285
1.0,11,556.694303
1.0,83,556.838434
1.0,13,556.895485
1.0,40,556.964548
1.0,15,556.990572
0.0,15,557.016595
0.0,9,557.03261
1.0,43,557.106678
1.0,81,557.247806
1.0,50,557.333884
1.0,39,557.404949
1.0,16,557.433975
1.0,16,557.462001
1.0,18,557.49403
0.0,14,557.519052
1.0,39,557.588115
1.0,14,557.612137
0.0,100,557.822328
1.0,40,557.893393
1.0,22,557.931427
0.0,49,558.017506
1.0,16,558.045531
0.0,69,558.171648
1.0,35,558.232704
1.0,72,558.358819
1.0,18,558.389847
1.0,85,558.539983
0.0,14,558.565006
1.0,28,558.615052
0.0,66,558.766189
0.0,31,558.82224
1.0,56,560.453723
1.0,25,560.495762
0.0,16,560.522786
1.0,13,560.544806
0.0,92,560.697946
1.0,69,560.815052
1.0,47,560.894124
0.0,100,561.062277
0.0,10,561.078292
0.0,83,561.254452
0.0,100,561.421603
0.0,21,561.456635
0.0,5,561.464643
0.0,13,561.487664
1.0,90,561.6378
1.0,52,561.724879
0.0,23,561.762914
0.0,41,561.831977
0.0,23,561.870011
1.0,48,561.953087
1.0,65,562.09922
1.0,25,562.14326
1.0,39,562.211322
1.0,75,562.344443
1.0,53,562.437527
0.0,17,562.467555
1.0,56,562.567646
1.0,16,562.595671
0.0,37,562.664734
0.0,27,562.712778
1.0,34,562.771832
1.0,49,562.85791
0.0,51,562.982022
1.0,23,563.022059
1.0,73,563.150175
1.0,29,563.201222
1.0,15,563.228246
1.0,26,563.273287
1.0,45,563.35336
1.0,32,563.416418
0.0,39,563.48548
1.0,45,563.565567
1.0,25,563.609607
1.0,80,563.752737
1.0,23,563.793775
1.0,76,563.966932
1.0,38,564.035995
1.0,15,564.06402
0.0,28,565.647172
1.0,72,565.769283
1.0,21,565.804315
1.0,79,565.936435
1.0,36,565.99749
1.0,41,566.066553
1.0,15,566.091576
0.0,48,566.171649
0.0,54,566.296762
1.0,62,566.40386
0.0,17,566.433887
