#{"t_start": 1679480980.870534, "env_id": "FrozenLake-v1"}
r,l,t 
0.0,3,103.285559
0.0,4,103.292566
0.0,22,103.330601
0.0,10,103.348616
0.0,8,103.36263
0.0,19,103.395659
0.0,18,103.427689
0.0,19,103.460719
1.0,12,103.482739
1.0,15,103.509763
0.0,11,103.52878
0.0,12,103.549799
0.0,8,103.563812
0.0,7,103.575823
0.0,5,103.584831
0.0,42,103.657898
0.0,4,103.664904
0.0,20,103.699936
0.0,13,103.722957
1.0,14,103.746979
1.0,38,103.813039
0.0,29,103.899117
0.0,5,103.908126
1.0,11,103.927142
0.0,15,103.954167
1.0,12,103.976187
0.0,46,104.058262
0.0,9,104.074276
1.0,10,104.092293
0.0,60,104.198389
0.0,62,104.308489
0.0,13,104.331511
1.0,19,104.36454
0.0,4,104.371547
0.0,13,104.395569
0.0,12,104.416588
0.0,6,104.426597
0.0,6,104.437607
0.0,23,104.478644
0.0,34,104.538699
0.0,45,104.618771
0.0,6,104.629782
0.0,32,104.686833
0.0,13,104.709854
0.0,4,104.716861
0.0,10,104.734877
0.0,29,104.820955
0.0,12,104.842975
1.0,44,104.921046
0.0,8,104.935059
0.0,2,104.939063
0.0,54,105.036151
1.0,9,105.052166
0.0,14,105.077188
0.0,5,105.086196
0.0,8,105.100209
0.0,14,105.126233
1.0,12,105.147252
0.0,8,105.161265
1.0,35,105.228326
0.0,4,105.235332
1.0,8,105.249345
0.0,9,105.26536
0.0,4,105.272366
0.0,2,105.276369
1.0,14,105.301392
0.0,10,105.319409
0.0,13,105.34243
1.0,19,105.376461
0.0,2,105.379463
1.0,11,105.398481
1.0,11,105.418499
0.0,15,105.444523
0.0,11,105.464541
0.0,6,105.47455
0.0,20,105.510582
0.0,13,105.534605
0.0,26,105.579645
0.0,6,105.590655
0.0,19,105.624686
0.0,17,107.176097
0.0,23,107.215133
0.0,16,107.277189
0.0,7,107.2892
0.0,4,107.296206
0.0,23,107.336243
0.0,10,107.352257
0.0,3,107.358263
0.0,9,107.373277
0.0,29,107.42132
0.0,4,107.428327
0.0,31,107.480374
0.0,34,107.538427
0.0,15,107.564451
1.0,30,107.615497
0.0,7,107.627507
0.0,3,107.632512
0.0,14,107.656534
0.0,10,107.673549
0.0,6,107.683558
0.0,11,107.702575
0.0,2,107.705578
0.0,2,107.709583
0.0,7,107.721593
0.0,8,107.734605
0.0,21,107.770638
0.0,13,107.792658
0.0,14,107.81668
0.0,6,107.826689
0.0,46,107.90476
0.0,22,107.941793
0.0,7,107.953804
0.0,14,107.977826
0.0,56,108.072913
0.0,3,108.078918
0.0,8,108.091929
0.0,3,108.097936
0.0,2,108.100938
1.0,15,108.160992
0.0,43,108.23506
0.0,7,108.248072
1.0,22,108.285106
1.0,8,108.299118
1.0,19,108.332148
0.0,5,108.341156
0.0,9,108.35617
0.0,7,108.368181
0.0,21,108.404214
0.0,36,108.469273
0.0,12,108.491293
0.0,20,108.526325
0.0,31,108.582376
0.0,2,108.58638
0.0,6,108.59739
0.0,6,108.608399
0.0,8,108.622412
0.0,22,108.662449
0.0,5,108.671457
0.0,12,108.692476
0.0,9,108.70849
0.0,3,108.714496
0.0,8,108.728509
0.0,29,108.780556
1.0,15,108.807581
0.0,25,108.852622
0.0,10,108.870638
1.0,12,108.892658
0.0,9,108.908673
0.0,7,108.920683
0.0,10,108.9387
0.0,19,108.972731
0.0,3,108.978736
1.0,15,109.005761
0.0,6,109.016771
0.0,15,109.078827
1.0,6,109.088836
0.0,11,109.109855
0.0,4,109.116862
0.0,31,109.172913
0.0,9,109.188927
0.0,12,109.210948
1.0,9,109.226962
1.0,6,109.236971
0.0,14,109.262995
0.0,6,109.273004
1.0,18,109.306034
1.0,25,109.351075
0.0,19,109.385106
0.0,7,109.397117
0.0,22,109.437153
0.0,11,109.457171
0.0,21,109.494205
0.0,6,109.505215
0.0,9,109.52123
0.0,7,109.534241
0.0,13,109.557262
0.0,25,109.602303
0.0,11,109.623322
0.0,13,109.647344
0.0,3,109.652349
1.0,28,109.703395
0.0,14,109.728418
1.0,46,109.811493
0.0,13,109.834514
0.0,7,109.847031
0.0,46,109.930107
0.0,27,110.013182
0.0,18,110.046212
0.0,26,110.094256
1.0,7,110.107268
0.0,34,110.170325
0.0,19,110.205357
0.0,8,110.22037
0.0,2,110.224374
0.0,9,110.240389
0.0,12,110.262409
0.0,17,110.293437
0.0,39,110.365502
0.0,19,110.400534
0.0,27,110.45058
0.0,7,110.463592
0.0,26,110.510635
1.0,14,110.536658
1.0,29,110.589706
0.0,11,110.609725
0.0,8,110.625739
0.0,7,110.638751
0.0,19,110.674783
0.0,24,110.718824
0.0,5,110.728833
1.0,28,110.77988
0.0,12,110.801899
0.0,20,110.838933
0.0,19,110.873965
0.0,12,110.895985
0.0,4,110.903992
1.0,16,110.968051
0.0,3,110.973055
0.0,6,112.603128
1.0,36,112.667191
0.0,35,112.731251
0.0,6,112.742261
0.0,8,112.755272
0.0,6,112.766283
0.0,14,112.791305
0.0,8,112.805318
0.0,2,112.810323
1.0,18,112.842352
1.0,20,112.878384
0.0,10,112.896401
1.0,10,112.914417
1.0,27,112.963462
0.0,13,112.986483
0.0,37,113.053546
0.0,56,113.153637
0.0,5,113.163651
0.0,19,113.197681
0.0,5,113.20669
0.0,6,113.2177
0.0,11,113.236721
0.0,22,113.276763
0.0,5,113.284771
0.0,30,113.33882
0.0,6,113.350831
1.0,32,113.40488
0.0,27,113.447919
0.0,7,113.45993
0.0,33,113.547009
0.0,13,113.567027
0.0,9,113.582041
1.0,22,113.617073
1.0,10,113.633088
0.0,12,113.652105
0.0,5,113.660112
0.0,9,113.675126
1.0,22,113.711159
0.0,18,113.740315
0.0,29,113.78635
0.0,12,113.805368
0.0,16,113.831392
0.0,12,113.850409
1.0,16,113.876433
1.0,23,113.912465
0.0,8,113.925477
0.0,24,113.963512
0.0,2,113.967515
1.0,36,114.025568
0.0,8,114.03858
0.0,5,114.047588
0.0,12,114.067606
0.0,5,114.075614
0.0,10,114.092629
1.0,25,114.133667
1.0,11,114.152684
0.0,8,114.165696
0.0,8,114.178707
1.0,17,114.207734
0.0,17,114.23676
0.0,5,114.245768
0.0,19,114.276797
0.0,6,114.287807
0.0,2,114.29081
1.0,6,114.300818
0.0,10,114.317834
0.0,5,114.360873
0.0,6,114.370882
1.0,27,114.415923
0.0,9,114.430937
1.0,26,114.475978
0.0,15,114.502002
1.0,32,114.556051
0.0,52,114.644131
0.0,4,114.651137
0.0,9,114.667151
1.0,12,114.68717
0.0,4,114.694176
0.0,31,114.749226
0.0,11,114.767242
0.0,24,114.80828
0.0,32,114.86333
1.0,21,114.899363
0.0,3,114.904367
0.0,10,114.922384
0.0,21,114.958416
0.0,34,115.016469
0.0,22,115.054504
0.0,3,115.060509
0.0,7,115.07252
0.0,11,115.091537
0.0,6,115.101547
0.0,4,115.108553
0.0,37,115.172611
1.0,24,115.249681
0.0,5,115.258689
0.0,17,115.287716
0.0,13,115.310737
0.0,21,115.34777
0.0,3,115.352775
0.0,14,115.376797
0.0,6,115.387807
0.0,16,115.415832
0.0,2,115.418835
0.0,12,115.439854
1.0,19,115.473885
0.0,7,115.485896
1.0,34,115.54495
0.0,7,115.556961
0.0,32,115.613012
1.0,19,115.647043
0.0,21,115.683076
0.0,4,115.690082
0.0,12,115.711101
0.0,11,115.731119
1.0,50,115.819199
0.0,28,115.868244
1.0,22,115.907294
0.0,15,115.933318
0.0,9,115.949333
0.0,13,115.972353
0.0,10,115.99037
0.0,5,115.998377
1.0,32,116.054428
0.0,3,116.060433
0.0,2,116.063436
1.0,19,116.097467
1.0,19,116.164528
0.0,9,116.180543
1.0,22,116.219578
1.0,14,116.244601
0.0,7,116.257613
0.0,13,117.789019
0.0,14,117.813041
0.0,14,117.837063
0.0,3,117.842067
0.0,26,117.886107
0.0,8,117.90012
0.0,15,117.925143
0.0,18,117.95517
1.0,12,117.976189
0.0,14,117.99921
1.0,31,118.052259
0.0,10,118.069274
1.0,21,118.104306
0.0,7,118.116317
0.0,9,118.132331
0.0,5,118.140339
0.0,11,118.159356
0.0,40,118.227418
0.0,9,118.248437
0.0,10,118.268456
0.0,4,118.275463
1.0,11,118.295481
0.0,6,118.30649
0.0,4,118.313496
0.0,11,118.333515
0.0,9,118.348528
0.0,4,118.355535
0.0,2,118.359538
0.0,11,118.377555
0.0,46,118.457628
1.0,15,118.483651
0.0,12,118.50467
0.0,21,118.574734
0.0,14,118.598756
0.0,26,118.644798
0.0,8,118.65881
1.0,24,118.700848
0.0,2,118.703851
0.0,9,118.719866
1.0,21,118.7569
0.0,39,118.825962
0.0,6,118.836972
0.0,32,118.893023
0.0,19,118.926053
0.0,11,118.945071
0.0,6,118.95608
0.0,10,118.974097
0.0,10,118.991112
0.0,8,119.005125
0.0,60,119.111222
0.0,3,119.116226
0.0,11,119.136245
0.0,31,119.190294
0.0,28,119.240339
0.0,23,119.280375
0.0,12,119.301395
0.0,40,119.37346
0.0,12,119.394479
0.0,19,119.42851
0.0,18,119.49457
1.0,15,119.520594
0.0,24,119.562632
0.0,19,119.595662
1.0,41,119.666727
0.0,11,119.685744
0.0,30,119.737791
0.0,23,119.778829
0.0,4,119.785835
1.0,13,119.807855
0.0,7,119.820867
0.0,42,119.895935
1.0,20,119.929966
0.0,4,119.936972
1.0,10,119.954989
0.0,10,119.973005
0.0,46,120.054079
0.0,7,120.06609
0.0,25,120.11013
1.0,22,120.149165
0.0,30,120.201213
1.0,11,120.221231
0.0,5,120.229238
0.0,4,120.236245
0.0,14,120.261267
0.0,2,120.26427
0.0,16,120.293297
0.0,3,120.298301
0.0,20,120.334334
0.0,17,120.364361
0.0,3,120.404398
0.0,9,120.420412
0.0,12,120.441431
0.0,8,120.455444
0.0,15,120.481467
0.0,76,120.614588
0.0,17,120.643615
0.0,18,120.675644
0.0,47,120.757719
0.0,4,120.764725
1.0,21,120.801759
0.0,20,120.836791
0.0,6,120.847801
0.0,2,120.851804
0.0,7,120.864816
0.0,38,120.931877
0.0,5,120.939884
0.0,74,121.072005
0.0,2,121.076008
1.0,28,121.126054
0.0,23,121.168092
0.0,13,121.191113
0.0,34,121.252168
1.0,18,121.285198
0.0,14,121.344252
0.0,6,121.355262
1.0,31,121.413315
0.0,32,121.470367
1.0,17,121.501395
0.0,5,121.510403
0.0,31,123.094143
0.0,46,123.172215
0.0,7,123.184225
0.0,15,123.209248
1.0,6,123.219257
0.0,18,123.250286
0.0,14,123.273306
1.0,21,123.308338
0.0,20,123.342383
0.0,16,123.369408
0.0,28,123.416451
0.0,35,123.476505
1.0,17,123.504531
0.0,6,123.51454
0.0,6,123.524549
0.0,11,123.543566
0.0,7,123.555577
0.0,3,123.560582
1.0,26,123.603621
0.0,36,123.664676
0.0,14,123.687697
0.0,7,123.699708
0.0,20,123.768771
0.0,10,123.785787
0.0,12,123.805805
0.0,54,123.900891
0.0,3,123.905896
0.0,13,123.929917
0.0,26,123.974958
0.0,11,123.994977
0.0,14,124.018998
0.0,14,124.04302
0.0,10,124.061037
0.0,6,124.071046
0.0,10,124.089062
0.0,24,124.1311
0.0,50,124.218179
1.0,13,124.2412
0.0,19,124.274231
0.0,2,124.278234
1.0,13,124.300254
0.0,13,124.323275
0.0,20,124.358307
0.0,28,124.407351
0.0,19,124.442384
1.0,32,124.498434
0.0,12,124.519453
0.0,31,124.574504
1.0,12,124.595522
0.0,16,124.623548
0.0,13,124.683603
1.0,16,124.718639
0.0,11,124.744666
0.0,10,124.765691
0.0,35,124.844332
1.0,15,124.877363
1.0,32,124.948427
0.0,33,125.020493
0.0,32,125.089556
0.0,12,125.11658
0.0,47,125.218673
0.0,13,125.246699
1.0,18,125.284733
1.0,28,125.343787
0.0,20,125.383823
0.0,7,125.398837
0.0,40,125.481912
1.0,14,125.510939
0.0,4,125.517945
1.0,42,125.602545
0.0,11,125.625566
0.0,19,125.663601
0.0,21,125.705639
1.0,77,125.899345
1.0,19,125.937384
1.0,13,125.965415
1.0,33,126.033481
1.0,19,126.072521
0.0,5,126.08353
0.0,15,126.114565
1.0,32,126.181153
0.0,9,126.198172
0.0,22,126.244217
1.0,34,126.31328
1.0,15,126.344308
0.0,31,126.402361
0.0,7,126.414371
0.0,42,126.486437
0.0,7,126.498448
0.0,7,126.510459
0.0,17,126.539486
0.0,9,126.554499
1.0,25,126.597538
0.0,21,126.63257
0.0,5,126.641578
0.0,25,126.684618
1.0,17,126.712643
0.0,29,126.79772
1.0,36,126.860778
0.0,18,126.890805
0.0,5,126.899814
0.0,5,126.908822
0.0,35,126.967875
0.0,15,126.9949
0.0,2,126.997902
0.0,7,127.010914
0.0,17,128.5343
0.0,20,128.56733
1.0,20,128.60036
0.0,33,128.65541
0.0,18,128.684436
0.0,4,128.691443
0.0,22,128.728476
1.0,72,128.847584
0.0,10,128.8646
1.0,25,128.905638
1.0,22,128.942671
0.0,4,128.949677
0.0,14,128.972698
1.0,32,129.026748
0.0,5,129.034755
0.0,26,129.078795
0.0,15,129.138849
1.0,9,129.153863
1.0,9,129.168877
0.0,5,129.177885
0.0,5,129.185893
0.0,42,129.258959
0.0,39,129.328022
0.0,5,129.336029
1.0,22,129.375064
0.0,11,129.394082
0.0,28,129.444127
0.0,9,129.460142
0.0,4,129.467148
0.0,7,129.479159
0.0,5,129.488167
0.0,13,129.511188
0.0,14,129.536211
0.0,6,129.547221
0.0,6,129.558231
0.0,3,129.563235
0.0,13,129.586257
0.0,20,129.622289
0.0,17,129.652316
0.0,17,129.682344
0.0,3,129.688349
0.0,6,129.698358
1.0,26,129.7444
0.0,26,129.791443
0.0,14,129.816466
0.0,30,129.869514
1.0,48,129.954592
0.0,27,130.002635
0.0,13,130.060688
1.0,10,130.078704
1.0,15,130.105729
1.0,12,130.126748
1.0,43,130.203818
1.0,17,130.233845
0.0,31,130.288895
0.0,29,130.340943
1.0,10,130.358959
0.0,79,130.501088
1.0,9,130.517103
0.0,7,130.529114
0.0,25,130.575155
0.0,6,130.585165
1.0,19,130.620197
0.0,3,130.625201
0.0,22,130.665238
1.0,30,130.718286
0.0,9,130.7343
1.0,12,130.75632
1.0,11,130.775338
0.0,9,130.791352
1.0,20,130.827385
0.0,16,130.856411
1.0,25,130.901452
0.0,3,130.906457
0.0,7,130.919469
1.0,12,130.97552
0.0,11,130.995538
0.0,14,131.020561
0.0,9,131.036575
0.0,3,131.042581
0.0,55,131.142672
1.0,44,131.221744
0.0,3,131.226748
1.0,26,131.273791
1.0,8,131.287804
1.0,15,131.314828
0.0,45,131.394901
1.0,13,131.418923
1.0,12,131.439942
0.0,6,131.450952
0.0,9,131.466966
0.0,14,131.49299
0.0,22,131.532026
0.0,13,131.555047
1.0,46,131.639123
0.0,13,131.663145
0.0,25,131.707185
0.0,33,131.76724
1.0,7,131.779251
1.0,14,131.804273
1.0,51,131.930388
0.0,10,131.948404
0.0,39,132.019469
0.0,15,132.046494
0.0,28,132.098541
0.0,14,132.125565
1.0,25,132.170606
0.0,37,132.238668
1.0,12,132.260688
0.0,47,133.873819
1.0,13,133.894837
0.0,42,133.964901
0.0,5,133.972908
0.0,6,133.982918
1.0,25,134.024956
0.0,44,134.098022
1.0,22,134.135056
0.0,42,134.206121
0.0,20,134.240151
0.0,12,134.26017
0.0,5,134.268177
1.0,8,134.28219
0.0,47,134.395293
1.0,58,134.49138
0.0,6,134.501389
1.0,37,134.563445
0.0,12,134.583464
0.0,10,134.600479
0.0,30,134.652527
0.0,8,134.666539
0.0,11,134.686557
1.0,18,134.717586
0.0,16,134.74461
1.0,13,134.767631
1.0,35,134.828686
0.0,39,134.896749
0.0,51,134.98583
0.0,20,135.020861
0.0,26,135.065902
0.0,25,135.109942
0.0,22,135.147977
0.0,6,135.158987
0.0,31,135.248068
0.0,16,135.276094
0.0,17,135.306121
0.0,7,135.318132
0.0,21,135.355166
0.0,24,135.398204
0.0,5,135.406212
0.0,4,135.414219
0.0,32,135.47027
0.0,31,135.52532
1.0,57,135.625411
0.0,17,135.655438
0.0,59,135.760534
0.0,76,135.895657
1.0,42,135.969724
1.0,27,136.016767
0.0,11,136.036785
1.0,16,136.064811
0.0,27,136.112854
0.0,13,136.170907
0.0,31,136.226958
1.0,25,136.270998
0.0,9,136.287013
0.0,22,136.326048
0.0,33,136.384101
0.0,29,136.435148
1.0,34,136.496203
1.0,9,136.512218
0.0,16,136.540243
0.0,10,136.55826
0.0,5,136.567267
1.0,14,136.59129
1.0,44,136.669361
0.0,17,136.700389
0.0,42,136.775457
0.0,14,136.80048
0.0,9,136.816494
0.0,29,136.867541
1.0,16,136.896567
0.0,15,136.922591
1.0,37,136.988651
0.0,9,137.004665
1.0,50,137.129779
0.0,24,137.172818
0.0,4,137.179825
1.0,26,137.228869
0.0,18,137.260899
1.0,30,137.314948
1.0,26,137.36199
0.0,25,137.407031
1.0,11,137.427049
0.0,11,137.447068
1.0,30,137.501117
1.0,13,137.525139
0.0,22,139.225398
0.0,14,139.249419
0.0,3,139.254424
1.0,23,139.296465
1.0,23,139.337507
0.0,23,139.379069
0.0,16,139.404092
0.0,10,139.420106
0.0,4,139.427113
0.0,14,139.449132
0.0,52,139.533209
0.0,10,139.549224
0.0,13,139.570243
0.0,16,139.595265
0.0,54,139.715375
0.0,20,139.747404
0.0,50,139.828478
0.0,32,139.880525
0.0,18,139.910552
0.0,6,139.919561
0.0,75,140.041672
1.0,13,140.063692
1.0,44,140.134756
0.0,28,140.180798
0.0,41,140.247859
0.0,22,140.283892
1.0,25,140.324929
1.0,22,140.360962
0.0,4,140.367968
1.0,20,140.399997
0.0,11,140.419015
0.0,10,140.435029
1.0,37,140.531116
1.0,46,140.607189
0.0,32,140.660237
1.0,20,140.694268
0.0,2,140.69727
0.0,13,140.71929
0.0,12,140.739309
0.0,48,140.819381
0.0,35,140.878435
1.0,45,140.953503
0.0,10,140.970519
1.0,8,140.983531
0.0,5,140.991538
0.0,44,141.066606
0.0,6,141.076615
0.0,49,141.15969
1.0,16,141.186715
0.0,30,141.238763
0.0,17,141.267789
0.0,14,141.291811
1.0,26,141.337853
0.0,22,141.410919
1.0,31,141.463967
1.0,17,141.492994
0.0,56,141.589081
0.0,2,141.593085
0.0,10,141.610101
0.0,83,141.754231
1.0,21,141.791265
0.0,30,141.844313
1.0,45,141.922384
1.0,34,141.981438
1.0,31,142.035487
0.0,12,142.056506
0.0,28,142.105551
0.0,10,142.123568
0.0,12,142.144586
0.0,4,142.151593
0.0,30,142.20364
1.0,21,142.240674
0.0,11,142.294723
0.0,8,142.308735
0.0,26,142.355778
0.0,28,142.405824
0.0,16,142.43485
1.0,13,142.457871
0.0,9,142.473886
0.0,59,142.579982
1.0,30,142.63303
0.0,2,142.637034
1.0,14,142.662057
0.0,17,142.692084
0.0,5,142.701092
1.0,24,142.743131
0.0,18,142.77516
0.0,5,142.784168
0.0,5,142.792175
1.0,22,144.338582
1.0,15,144.363604
0.0,28,144.412649
1.0,38,144.476707
1.0,22,144.513741
1.0,18,144.543768
0.0,12,144.564787
1.0,47,144.643859
0.0,15,144.703913
0.0,55,144.797999
1.0,12,144.818017
1.0,21,144.85405
0.0,9,144.869064
0.0,8,144.883077
0.0,6,144.894087
0.0,3,144.900092
0.0,4,144.907099
0.0,7,144.919109
1.0,43,144.992176
1.0,19,145.025206
0.0,10,145.042221
0.0,6,145.05223
0.0,14,145.077253
1.0,36,145.13931
1.0,20,145.174342
1.0,24,145.21638
0.0,24,145.258418
0.0,6,145.268427
0.0,19,145.301457
0.0,67,145.420565
0.0,23,145.461602
0.0,24,145.504642
0.0,15,145.531666
0.0,60,145.671794
0.0,10,145.687906
0.0,30,145.742152
0.0,4,145.749158
1.0,29,145.800205
0.0,26,145.846246
0.0,14,145.871269
0.0,33,145.930323
0.0,28,145.979367
1.0,17,146.008394
1.0,16,146.036419
0.0,7,146.04843
0.0,9,146.064445
0.0,25,146.108485
0.0,25,146.151524
0.0,17,146.18055
0.0,23,146.221587
1.0,36,146.284645
0.0,24,146.325682
0.0,33,146.383735
1.0,22,146.423771
1.0,21,146.460805
0.0,2,146.463808
0.0,52,146.589922
0.0,5,146.598931
1.0,9,146.614945
0.0,6,146.625955
0.0,8,146.639968
0.0,10,146.656983
0.0,39,146.725045
1.0,17,146.755073
0.0,10,146.773089
0.0,12,146.794108
1.0,40,146.864172
0.0,49,146.951251
0.0,36,147.014308
0.0,11,147.033326
1.0,13,147.056347
0.0,20,147.091379
0.0,9,147.107393
1.0,14,147.131415
1.0,21,147.168448
0.0,26,147.21449
0.0,47,147.296567
0.0,8,147.31058
1.0,63,147.458716
1.0,17,147.489743
0.0,12,147.511763
0.0,37,147.577823
0.0,31,147.633874
1.0,18,147.666904
0.0,17,147.697932
0.0,56,147.800025
0.0,5,147.810035
1.0,24,147.854075
0.0,27,147.90412
0.0,5,147.913128
1.0,45,147.997205
0.0,11,148.017223
0.0,26,149.602665
0.0,9,149.618679
1.0,7,149.629689
0.0,14,149.653711
0.0,44,149.727778
0.0,25,149.769817
0.0,15,149.794839
1.0,16,149.821864
0.0,9,149.836877
0.0,21,149.906941
0.0,4,149.913948
0.0,28,149.96099
1.0,45,150.039075
0.0,9,150.054089
0.0,45,150.131159
0.0,7,150.14317
0.0,35,150.203225
0.0,34,150.261278
0.0,15,150.2863
1.0,16,150.314326
0.0,18,150.345354
1.0,15,150.370377
0.0,23,150.410413
0.0,9,150.426428
0.0,28,150.476473
0.0,25,150.522515
1.0,23,150.563552
0.0,14,150.588575
0.0,66,150.713689
0.0,17,150.750723
0.0,24,150.838805
0.0,9,150.860835
0.0,51,150.970939
0.0,30,151.038008
1.0,35,151.115618
0.0,12,151.141642
1.0,45,151.239741
1.0,17,151.279778
0.0,100,151.491984
0.0,4,151.499996
1.0,34,151.569064
0.0,15,151.601095
0.0,45,151.695193
1.0,13,151.720212
1.0,54,151.834823
0.0,72,152.019003
0.0,33,152.087073
0.0,11,152.112096
1.0,8,152.129111
0.0,11,152.151131
0.0,31,152.215194
0.0,34,152.284772
0.0,8,152.29979
0.0,3,152.305795
0.0,7,152.319813
0.0,22,152.365861
1.0,13,152.389883
0.0,9,152.405897
1.0,19,152.438927
0.0,18,152.469955
1.0,24,152.510993
1.0,30,152.564041
0.0,20,152.599073
0.0,5,152.60708
0.0,12,152.628099
0.0,25,152.672139
0.0,56,152.768227
1.0,14,152.792248
0.0,38,152.858308
1.0,28,152.940383
0.0,22,152.977417
1.0,32,153.032467
1.0,51,153.119546
0.0,18,153.150574
0.0,31,153.202622
0.0,2,153.206625
0.0,29,153.256671
0.0,24,153.298709
0.0,98,153.470866
0.0,13,153.493886
0.0,13,153.515907
1.0,19,153.549937
0.0,68,155.166421
0.0,25,155.207459
1.0,19,155.239488
1.0,20,155.306549
1.0,27,155.350589
1.0,15,155.374611
0.0,27,155.418651
0.0,6,155.42866
1.0,8,155.442672
0.0,17,155.470698
1.0,51,155.554775
0.0,17,155.583801
1.0,24,155.624838
1.0,13,155.645858
1.0,11,155.664875
0.0,36,155.723928
0.0,24,155.763965
0.0,7,155.775975
1.0,25,155.819015
0.0,62,155.926112
0.0,5,155.93512
0.0,16,155.963146
0.0,2,155.966149
0.0,26,156.01219
0.0,18,156.043219
1.0,23,156.083255
0.0,50,156.207368
1.0,17,156.237395
0.0,46,156.317468
1.0,20,156.3525
1.0,46,156.433573
0.0,17,156.463601
0.0,10,156.481617
0.0,10,156.499634
1.0,19,156.533664
1.0,46,156.614738
1.0,12,156.636758
1.0,29,156.688806
0.0,6,156.698815
1.0,19,156.732846
1.0,28,156.78189
0.0,23,156.822927
0.0,4,156.829934
1.0,25,156.873974
0.0,12,156.894993
1.0,39,156.964056
0.0,23,157.004092
0.0,18,157.036122
0.0,23,157.112191
0.0,15,157.139215
1.0,15,157.16624
0.0,10,157.184256
0.0,15,157.21028
1.0,30,157.262327
1.0,37,157.327387
0.0,30,157.380435
1.0,43,157.456504
1.0,15,157.483528
0.0,3,157.488533
0.0,5,157.497541
1.0,17,157.527568
0.0,44,157.605639
0.0,56,157.70573
0.0,98,157.879889
0.0,5,157.888897
1.0,16,157.916923
0.0,7,157.928933
1.0,15,157.955958
0.0,23,158.031027
0.0,15,158.058052
1.0,31,158.112101
0.0,24,158.15514
0.0,6,158.16615
0.0,12,158.18817
1.0,16,158.217196
0.0,76,158.351319
0.0,3,158.357324
1.0,32,158.414376
1.0,58,158.519472
0.0,3,158.524476
0.0,24,158.567515
1.0,51,158.6606
0.0,18,158.69363
1.0,23,158.735668
1.0,12,158.756687
1.0,35,160.342811
0.0,6,160.353821
0.0,41,160.421883
0.0,22,160.492948
1.0,58,160.590036
0.0,38,160.654094
1.0,18,160.685122
0.0,36,160.747179
0.0,16,160.774204
1.0,79,160.909327
0.0,6,160.919336
0.0,10,160.936351
1.0,14,160.960373
0.0,5,160.96838
0.0,19,161.001411
0.0,58,161.1005
0.0,9,161.115514
1.0,20,161.149545
0.0,10,161.16656
0.0,75,161.294677
0.0,5,161.303685
1.0,22,161.375751
1.0,27,161.421793
0.0,7,161.433803
1.0,33,161.489854
1.0,18,161.520882
0.0,13,161.542903
1.0,15,161.567925
0.0,3,161.57293
0.0,22,161.610965
0.0,7,161.623976
0.0,12,161.644995
0.0,4,161.652002
0.0,10,161.670018
0.0,10,161.687034
0.0,16,161.715059
0.0,14,161.741083
1.0,31,161.796133
1.0,34,161.856187
0.0,4,161.863194
0.0,16,161.891219
1.0,61,161.999318
0.0,16,162.027343
0.0,34,162.087398
0.0,7,162.099409
0.0,6,162.110419
0.0,7,162.12343
0.0,9,162.139445
1.0,36,162.203503
1.0,8,162.217516
0.0,7,162.229527
0.0,21,162.302594
0.0,66,162.420702
1.0,17,162.450729
0.0,10,162.468745
0.0,9,162.48576
0.0,11,162.504778
1.0,11,162.524796
0.0,9,162.540811
1.0,33,162.599865
0.0,24,162.642904
1.0,17,162.672931
0.0,24,162.71597
0.0,41,162.790037
1.0,48,162.875115
0.0,50,162.963195
0.0,36,163.027253
0.0,16,163.056279
1.0,39,163.125343
0.0,6,163.136353
1.0,43,163.249455
0.0,9,163.26647
1.0,16,163.296497
0.0,14,163.322522
1.0,12,163.344542
0.0,28,163.394588
1.0,36,163.459647
0.0,30,163.513696
0.0,10,163.532713
0.0,9,163.548728
1.0,18,163.580757
0.0,9,163.597772
1.0,23,163.638809
0.0,5,163.647818
0.0,4,163.655825
0.0,26,163.714899
0.0,13,163.748926
1.0,23,163.805995
0.0,9,163.830016
0.0,15,163.864053
0.0,24,163.918112
1.0,24,163.973162
0.0,15,164.008349
0.0,10,164.030229
0.0,2,164.034232
0.0,21,164.079807
1.0,49,164.185916
1.0,18,165.800161
0.0,40,165.86422
1.0,27,165.906258
0.0,3,165.911263
0.0,15,165.934283
0.0,22,165.968314
0.0,6,165.978323
0.0,17,166.004347
0.0,44,166.07341
1.0,8,166.085421
1.0,57,166.173501
0.0,28,166.21654
0.0,7,166.22755
1.0,35,166.281599
1.0,17,166.308624
0.0,9,166.322637
0.0,17,166.34866
0.0,10,166.364675
0.0,2,166.367678
0.0,16,166.3927
1.0,53,166.479779
0.0,30,166.527823
0.0,48,166.640926
0.0,9,166.65594
0.0,9,166.670953
0.0,37,166.73301
1.0,52,166.819088
0.0,11,166.837104
1.0,44,166.911172
1.0,27,166.955212
1.0,49,167.035284
0.0,36,167.094338
1.0,25,167.135375
1.0,16,167.161399
0.0,22,167.197432
0.0,17,167.225457
1.0,63,167.328551
1.0,16,167.355576
0.0,26,167.398615
1.0,52,167.523729
0.0,23,167.564766
1.0,26,167.609807
0.0,26,167.655849
0.0,65,167.769953
1.0,49,167.857032
0.0,51,167.948115
1.0,38,168.015176
0.0,9,168.03119
0.0,4,168.039198
1.0,50,168.127278
1.0,30,168.180326
0.0,41,168.253392
0.0,34,168.313447
