#{"t_start": 1679479579.2301593, "env_id": "FrozenLake-v1"}
r,l,t 
0.0,4,799.835506
0.0,20,799.875544
0.0,4,799.884552
0.0,3,799.890557
0.0,19,799.927596
0.0,3,799.935604
0.0,3,799.940609
0.0,5,799.951618
0.0,2,799.954621
0.0,2,799.958625
0.0,2,799.961627
0.0,12,799.987657
0.0,2,799.991661
0.0,5,800.002674
0.0,4,800.00968
0.0,8,800.023693
0.0,5,800.032701
0.0,5,800.040709
1.0,10,800.058725
0.0,2,800.061727
0.0,6,800.072738
0.0,4,800.079744
0.0,9,800.094758
0.0,7,800.106768
0.0,8,800.119781
0.0,3,800.124785
0.0,6,800.134794
1.0,22,800.171828
0.0,3,800.176832
0.0,5,800.184839
0.0,7,801.689343
0.0,4,801.69635
0.0,6,801.706359
0.0,9,801.721374
0.0,3,801.726377
0.0,2,801.72938
0.0,3,801.735385
0.0,2,801.738388
0.0,11,801.756404
0.0,5,801.764412
0.0,5,801.772419
0.0,4,801.779425
0.0,7,801.790435
0.0,6,801.800445
0.0,3,801.805449
0.0,2,801.808452
0.0,4,801.815458
0.0,5,801.823465
0.0,4,801.830472
0.0,3,801.835476
0.0,6,801.844484
0.0,5,801.853492
0.0,5,801.8615
0.0,3,801.866504
0.0,7,801.877514
0.0,6,801.887524
0.0,2,801.891527
0.0,4,801.897532
0.0,3,801.902537
0.0,5,801.910545
0.0,6,801.920554
0.0,2,801.923556
0.0,4,801.930563
0.0,2,801.933566
0.0,3,801.93857
0.0,3,801.943575
0.0,5,801.951582
0.0,4,801.958588
0.0,4,801.965595
0.0,6,801.975604
0.0,11,801.99362
0.0,4,801.999625
0.0,2,802.003629
0.0,8,802.016641
0.0,7,802.062683
0.0,5,802.07069
0.0,6,802.080699
0.0,2,802.084702
0.0,3,802.089707
0.0,5,802.098716
0.0,2,802.101718
0.0,4,802.108725
0.0,3,802.113729
0.0,7,802.12574
0.0,7,802.13675
0.0,3,802.141755
0.0,4,802.148761
0.0,4,802.154767
0.0,6,802.164776
0.0,2,802.168779
0.0,11,802.186796
0.0,4,802.193802
0.0,3,802.198807
0.0,2,802.201809
0.0,3,802.206814
0.0,3,802.211819
0.0,5,802.220827
0.0,6,802.229835
0.0,4,802.236841
0.0,4,802.243848
0.0,8,802.256859
0.0,10,802.273875
0.0,3,802.277878
0.0,9,802.292892
0.0,4,802.299899
0.0,6,802.309907
0.0,10,802.326923
0.0,4,802.333929
1.0,9,802.348943
0.0,8,802.361955
0.0,2,802.364958
0.0,4,802.371964
0.0,2,802.374967
0.0,7,802.386978
0.0,4,802.393984
0.0,4,802.39999
1.0,13,802.42201
0.0,5,802.430017
0.0,3,802.435021
0.0,9,802.450035
0.0,5,802.458042
0.0,5,802.46705
0.0,3,802.472055
0.0,2,802.475058
0.0,2,802.479062
0.0,5,802.48807
0.0,2,802.491072
0.0,4,802.499079
0.0,7,802.511091
0.0,2,802.515094
1.0,9,802.531109
0.0,4,802.538115
0.0,2,802.542119
0.0,4,802.549125
0.0,5,802.558133
0.0,5,802.567142
0.0,7,802.579152
0.0,9,802.595167
0.0,2,802.599171
0.0,4,802.606177
0.0,6,802.617187
0.0,6,802.628197
0.0,6,802.638206
0.0,8,802.652219
0.0,16,802.680244
0.0,2,802.684248
0.0,5,802.693256
0.0,4,802.700263
0.0,4,802.707269
0.0,3,802.712274
0.0,7,802.724285
0.0,7,802.737296
0.0,3,802.742301
0.0,3,802.747305
0.0,4,802.754312
0.0,3,802.759316
0.0,4,802.766323
0.0,4,802.773329
1.0,11,802.792346
0.0,4,802.799353
0.0,2,802.803356
0.0,2,802.806359
0.0,2,802.810363
0.0,2,802.813366
0.0,4,802.820372
0.0,4,802.827378
0.0,6,802.838388
0.0,4,802.845395
0.0,11,802.864412
0.0,4,802.871419
0.0,7,802.883429
0.0,3,802.889434
0.0,3,802.894439
0.0,8,802.908452
0.0,4,802.915458
0.0,2,802.952492
0.0,9,802.968506
0.0,6,802.979517
0.0,2,802.982519
1.0,15,803.008543
0.0,4,803.015549
0.0,4,803.022556
0.0,4,803.029562
0.0,4,803.036568
0.0,4,803.043575
0.0,3,803.048579
0.0,2,803.052583
0.0,4,803.059589
0.0,2,803.062592
0.0,4,803.069599
0.0,2,803.073602
0.0,4,803.080608
0.0,8,803.094621
0.0,5,803.10363
0.0,8,803.117642
0.0,7,803.130654
0.0,9,803.146669
0.0,4,803.153675
1.0,16,803.182701
0.0,4,803.189708
0.0,11,803.208725
0.0,2,803.211728
0.0,8,803.226742
0.0,3,803.231753
0.0,5,803.240756
0.0,4,803.247762
0.0,5,803.256771
1.0,7,803.268782
1.0,19,803.301812
0.0,3,803.307817
0.0,11,803.326834
0.0,7,803.338845
0.0,3,803.344851
0.0,4,803.351858
0.0,3,803.356862
0.0,4,803.363868
0.0,4,803.370874
0.0,3,803.37688
0.0,3,803.381885
0.0,7,803.393895
0.0,11,803.412913
1.0,13,803.435934
0.0,6,803.446944
0.0,2,803.450947
1.0,7,803.462958
0.0,2,803.465961
0.0,2,803.469965
0.0,7,803.481976
0.0,2,803.485979
0.0,3,803.490984
0.0,2,803.494987
0.0,2,803.498991
0.0,5,803.506998
0.0,4,803.514005
0.0,3,803.52001
0.0,7,803.532021
0.0,4,803.539027
0.0,2,803.543031
0.0,4,803.550038
0.0,2,803.55304
0.0,3,803.559046
0.0,2,803.562049
0.0,5,803.571056
0.0,4,803.578063
0.0,4,803.585069
0.0,12,803.606088
0.0,3,803.611093
0.0,2,803.615097
0.0,3,803.621102
0.0,5,803.629109
0.0,11,803.650128
0.0,6,803.660138
0.0,5,803.669146
0.0,4,803.676152
0.0,2,803.680156
1.0,20,803.715188
0.0,2,803.71819
0.0,12,803.73921
0.0,2,803.743213
0.0,4,803.750219
0.0,4,803.757226
0.0,7,803.771239
0.0,2,803.774241
0.0,4,803.781248
0.0,7,803.79426
0.0,3,803.799264
0.0,5,803.808272
0.0,6,803.818281
0.0,5,803.827289
0.0,3,803.832294
0.0,10,803.884341
0.0,3,803.890347
0.0,4,803.897353
0.0,5,803.905361
0.0,6,803.916371
0.0,10,803.934387
0.0,3,803.939391
0.0,7,803.951402
0.0,2,803.955406
0.0,4,803.962413
0.0,3,803.967417
0.0,4,803.974424
0.0,2,803.978427
0.0,6,803.988436
0.0,5,803.997444
0.0,7,804.010456
0.0,4,804.017462
0.0,3,804.022467
0.0,9,804.038482
0.0,2,804.042485
0.0,2,804.045488
0.0,10,804.063504
1.0,11,804.082522
0.0,6,804.093532
0.0,18,804.125561
0.0,4,804.132567
0.0,2,804.136571
0.0,5,804.145579
1.0,11,804.165597
0.0,3,804.171602
0.0,4,804.178609
0.0,2,804.181612
0.0,3,804.187617
0.0,3,804.192622
0.0,5,804.20163
0.0,5,804.210639
0.0,2,804.213641
0.0,8,804.227654
0.0,2,804.231657
0.0,3,804.236662
0.0,2,804.240665
0.0,9,804.25668
0.0,5,804.265688
0.0,2,804.269692
0.0,3,804.274697
0.0,4,804.282704
0.0,9,804.298718
0.0,3,804.303723
0.0,5,804.312731
0.0,8,804.327744
0.0,3,804.332749
0.0,4,804.339756
0.0,2,804.34376
0.0,5,804.352767
0.0,7,804.365779
0.0,2,804.368782
0.0,6,804.379792
0.0,5,804.3888
0.0,5,804.397809
0.0,3,804.403814
0.0,4,804.41082
0.0,6,804.420829
0.0,3,804.426835
0.0,7,804.438846
1.0,11,804.458864
0.0,3,804.463869
0.0,4,804.470875
0.0,6,804.481885
0.0,7,804.494897
0.0,5,804.503905
0.0,2,804.507909
0.0,9,804.523923
0.0,6,804.534933
0.0,2,804.537935
0.0,9,804.55395
0.0,3,804.558955
0.0,5,804.567963
0.0,8,804.581976
0.0,3,804.587981
0.0,3,804.592986
0.0,4,804.600993
0.0,2,804.603996
0.0,2,804.608
0.0,2,804.611002
0.0,2,804.615006
0.0,4,804.622012
0.0,11,804.641029
0.0,6,804.65204
0.0,2,804.656043
0.0,10,804.675061
0.0,2,804.678063
0.0,10,804.696079
0.0,3,804.701084
1.0,9,804.717099
0.0,3,804.723104
0.0,3,804.728109
0.0,9,804.744123
0.0,2,804.748127
0.0,4,804.755134
0.0,8,804.803177
0.0,7,804.815188
0.0,6,804.826198
0.0,6,804.836207
0.0,2,804.84021
0.0,4,804.847217
0.0,2,804.851221
0.0,5,804.859228
1.0,18,804.891257
0.0,8,804.90527
0.0,8,804.920284
0.0,3,804.925288
0.0,3,804.930293
0.0,5,804.939301
0.0,8,804.953314
1.0,7,804.966325
0.0,2,804.969328
0.0,4,804.976335
0.0,5,804.985343
0.0,4,804.992349
0.0,8,805.007363
0.0,4,805.014369
0.0,3,805.019373
0.0,2,805.023377
0.0,7,805.035485
0.0,2,805.039392
0.0,7,805.051403
1.0,29,805.10345
0.0,4,805.110456
0.0,5,805.119465
0.0,5,805.128473
0.0,3,805.134478
0.0,5,805.143486
0.0,6,805.154496
0.0,3,805.159501
0.0,13,805.184524
0.0,8,805.199538
0.0,4,805.206544
0.0,7,805.219556
0.0,5,805.228564
0.0,2,805.231567
0.0,7,805.244578
0.0,4,805.251585
0.0,2,805.255589
1.0,9,805.271605
0.0,2,805.275609
0.0,3,805.280613
0.0,2,805.284617
0.0,3,805.289621
0.0,2,805.293625
0.0,6,805.304635
0.0,6,805.315645
0.0,2,805.318648
0.0,4,805.325654
0.0,6,805.336664
0.0,7,805.349676
0.0,6,805.360686
0.0,8,805.374699
0.0,2,805.378702
0.0,6,805.389713
0.0,7,805.401723
0.0,3,805.407729
0.0,2,805.410731
0.0,2,805.414736
0.0,7,806.947129
0.0,5,806.955136
0.0,9,806.97015
0.0,8,806.983161
0.0,2,806.986164
0.0,6,806.996173
0.0,13,807.018193
0.0,6,807.027202
0.0,3,807.032206
0.0,4,807.039213
0.0,8,807.052224
0.0,2,807.055227
1.0,10,807.072242
0.0,6,807.082251
0.0,3,807.087256
0.0,8,807.100268
0.0,3,807.105273
0.0,7,807.116282
0.0,7,807.128293
0.0,2,807.131296
0.0,3,807.136301
0.0,3,807.141305
0.0,3,807.14631
0.0,7,807.15732
1.0,12,807.177338
0.0,3,807.182343
0.0,4,807.189349
0.0,2,807.192352
0.0,6,807.236392
0.0,2,807.240395
0.0,4,807.246401
0.0,2,807.250404
0.0,5,807.258412
0.0,2,807.261414
0.0,2,807.265418
0.0,3,807.270422
0.0,5,807.27843
0.0,5,807.286437
0.0,4,807.293443
0.0,3,807.298448
0.0,4,807.304453
0.0,2,807.308457
0.0,3,807.313462
1.0,13,807.334481
0.0,8,807.347493
0.0,6,807.357502
0.0,6,807.367511
0.0,2,807.370513
0.0,2,807.374517
0.0,9,807.38853
0.0,2,807.392534
0.0,2,807.395536
0.0,3,807.400541
0.0,8,807.413553
0.0,2,807.417557
0.0,11,807.435573
0.0,5,807.44358
0.0,12,807.463598
0.0,2,807.466601
0.0,4,807.473607
0.0,6,807.482615
0.0,3,807.48762
0.0,2,807.491624
0.0,4,807.49863
0.0,5,807.506637
0.0,8,807.519649
0.0,3,807.524654
0.0,5,807.532661
0.0,2,807.536664
0.0,7,807.547675
0.0,2,807.550677
0.0,3,807.555682
0.0,5,807.56469
0.0,3,807.568694
0.0,8,807.582706
0.0,4,807.588712
0.0,4,807.595718
0.0,2,807.598721
0.0,5,807.606729
0.0,4,807.613735
0.0,3,807.61874
0.0,15,807.642761
0.0,5,807.651769
0.0,9,807.665782
0.0,7,807.677793
0.0,8,807.691806
0.0,9,807.706819
0.0,7,807.719831
0.0,4,807.725837
0.0,3,807.731842
1.0,8,807.745855
0.0,8,807.759868
1.0,11,807.778885
0.0,6,807.788894
0.0,9,807.804909
0.0,2,807.807911
0.0,10,807.824927
0.0,4,807.831933
0.0,5,807.840941
0.0,2,807.843944
0.0,2,807.847948
0.0,7,807.859959
0.0,5,807.867966
0.0,3,807.87297
0.0,7,807.884981
0.0,4,807.891988
0.0,6,807.902997
0.0,3,807.908002
0.0,3,807.913007
0.0,2,807.91601
0.0,4,807.923016
0.0,4,807.930022
0.0,6,807.940031
0.0,3,807.946037
0.0,2,807.949039
0.0,4,807.956046
0.0,3,807.961051
0.0,8,807.975063
0.0,4,807.982069
0.0,9,807.997083
0.0,2,808.001087
0.0,6,808.011096
1.0,18,808.042124
0.0,4,808.049131
0.0,3,808.054135
0.0,2,808.057138
1.0,9,808.107183
0.0,5,808.116192
0.0,5,808.124199
0.0,5,808.133207
0.0,8,808.14722
0.0,4,808.154226
0.0,2,808.157229
1.0,10,808.174244
0.0,5,808.183253
0.0,4,808.190259
0.0,2,808.193262
0.0,3,808.199267
0.0,2,808.20227
0.0,7,808.214281
0.0,6,808.225291
0.0,7,808.238303
0.0,6,808.248312
0.0,9,808.264327
0.0,2,808.267329
0.0,2,808.271333
0.0,2,808.274336
0.0,6,808.285346
0.0,5,808.293353
0.0,4,808.300359
0.0,8,808.314372
0.0,2,808.317374
0.0,6,808.328385
0.0,5,808.337393
0.0,3,808.342397
0.0,5,808.350405
0.0,7,808.363416
0.0,5,808.371424
0.0,3,808.376428
0.0,3,808.382434
0.0,5,808.390441
0.0,3,808.396446
0.0,4,808.403453
0.0,3,808.408458
0.0,8,808.42247
0.0,2,808.425473
0.0,4,808.432479
0.0,2,808.436483
0.0,6,808.446492
0.0,3,808.451497
0.0,2,808.4555
0.0,2,808.458503
0.0,3,808.464508
0.0,5,808.472516
0.0,6,808.483526
0.0,5,808.492534
0.0,4,808.49954
0.0,7,808.511551
0.0,4,808.518558
0.0,7,808.530569
0.0,4,808.537575
0.0,7,808.550586
0.0,2,808.553589
0.0,4,808.560596
0.0,5,808.569604
0.0,4,808.57661
0.0,6,808.586619
0.0,2,808.590623
0.0,10,808.607638
0.0,9,808.622652
0.0,6,808.633662
0.0,11,808.652679
0.0,6,808.662688
0.0,6,808.673699
0.0,3,808.678584
0.0,3,808.683588
0.0,2,808.687592
0.0,3,808.692596
0.0,9,808.708611
0.0,7,808.720622
0.0,2,808.724625
0.0,2,808.727628
0.0,2,808.731632
0.0,7,808.743643
0.0,4,808.75165
0.0,5,808.760658
0.0,5,808.768666
1.0,8,808.782678
1.0,11,808.801695
0.0,5,808.810704
1.0,19,808.843734
0.0,15,808.869757
0.0,16,808.898784
0.0,3,808.903788
0.0,11,808.922805
0.0,5,808.931814
0.0,8,808.945826
0.0,2,808.94983
1.0,11,808.968848
0.0,18,809.034908
0.0,14,809.058929
0.0,5,809.067937
0.0,5,809.076946
0.0,3,809.08195
0.0,5,809.090958
0.0,3,809.096964
0.0,2,809.099967
0.0,5,809.108975
0.0,8,809.122988
0.0,4,809.129994
0.0,2,809.133997
0.0,4,809.141004
0.0,2,809.144006
0.0,4,809.151013
0.0,4,809.15902
0.0,2,809.162023
0.0,3,809.167028
0.0,4,809.174034
1.0,10,809.19205
0.0,2,809.195053
0.0,4,809.20306
0.0,3,809.208065
0.0,2,809.211067
0.0,5,809.220076
0.0,6,809.231086
0.0,3,809.23609
0.0,7,809.249102
0.0,13,809.272123
0.0,3,809.278129
0.0,5,809.287137
0.0,7,809.299148
0.0,5,809.308156
0.0,2,809.311159
0.0,5,809.320167
0.0,7,809.332178
0.0,9,809.348192
1.0,14,809.373215
0.0,4,809.380222
0.0,4,809.387228
0.0,17,809.417255
0.0,10,809.434271
0.0,2,809.438274
0.0,5,809.447283
0.0,5,809.456291
0.0,2,809.459294
0.0,3,809.464299
0.0,5,809.473306
0.0,3,809.479312
0.0,4,809.486318
0.0,4,809.493324
0.0,10,809.511341
0.0,5,809.520349
0.0,13,809.542369
0.0,7,809.555381
0.0,2,809.558383
0.0,7,809.570395
0.0,2,809.574398
1.0,6,809.584407
0.0,8,809.59842
0.0,3,809.604425
0.0,2,809.607428
0.0,4,809.614435
0.0,2,809.618438
0.0,2,809.621441
0.0,4,809.628447
0.0,3,809.634453
0.0,7,809.646463
1.0,8,809.660476
0.0,2,809.66448
0.0,5,809.672487
0.0,5,809.681496
0.0,4,809.688502
0.0,3,809.694507
0.0,5,809.702514
0.0,8,809.717528
0.0,6,809.727537
0.0,3,809.732542
1.0,8,809.747556
0.0,6,809.758565
0.0,3,809.76357
0.0,3,809.769576
0.0,7,809.782587
0.0,5,809.790595
0.0,9,809.806609
0.0,3,809.811614
0.0,2,809.815617
0.0,2,809.819621
0.0,3,809.824626
0.0,4,809.831632
0.0,2,809.834635
0.0,4,809.842642
0.0,12,809.863661
0.0,8,809.877674
0.0,7,809.890686
0.0,7,809.937729
0.0,2,809.940731
0.0,5,809.94974
0.0,4,809.956746
0.0,3,809.96175
0.0,2,809.965754
0.0,2,809.968757
0.0,4,809.975763
0.0,4,809.98377
0.0,3,809.988775
0.0,6,809.999785
0.0,6,810.009794
0.0,5,810.018802
0.0,3,810.023807
0.0,6,810.034817
0.0,2,810.03882
0.0,5,810.046828
0.0,6,810.057838
0.0,4,810.064844
0.0,5,810.073852
0.0,6,810.084862
1.0,13,810.107883
0.0,4,810.11489
0.0,6,810.125899
0.0,6,810.13691
0.0,2,810.139913
0.0,5,810.148921
0.0,2,810.152924
0.0,5,810.161932
0.0,4,810.168939
0.0,3,810.173943
0.0,4,810.18195
0.0,7,810.193961
0.0,3,810.199967
0.0,2,810.202969
0.0,9,810.218985
0.0,3,810.22499
0.0,8,810.239002
0.0,6,810.250012
0.0,4,810.257019
0.0,7,810.27003
0.0,4,810.277037
1.0,7,810.291049
0.0,4,810.299057
0.0,4,810.306063
0.0,7,810.318074
0.0,4,810.326082
0.0,3,810.331086
0.0,13,810.354107
0.0,7,810.367119
0.0,6,810.378129
1.0,11,810.397146
0.0,2,810.40115
0.0,5,810.410158
0.0,4,810.417164
0.0,2,810.421168
0.0,3,810.426172
0.0,7,810.439184
0.0,2,810.442187
0.0,5,810.451195
0.0,7,810.464207
0.0,6,810.475217
0.0,2,810.47822
0.0,2,810.482224
0.0,9,810.498238
0.0,4,810.506245
0.0,6,810.516254
0.0,7,810.529266
0.0,7,810.542278
0.0,7,810.554289
0.0,4,810.562296
0.0,6,810.572305
0.0,4,810.580313
0.0,2,810.583315
0.0,5,810.592324
0.0,4,810.59933
0.0,4,810.607337
1.0,7,810.619348
0.0,6,810.630358
0.0,5,812.241921
0.0,18,812.274955
1.0,7,812.286966
0.0,2,812.290969
0.0,4,812.296975
0.0,4,812.304985
0.0,4,812.311992
0.0,5,812.322004
0.0,2,812.325006
0.0,11,812.345025
0.0,6,812.356038
0.0,4,812.362043
0.0,3,812.369053
0.0,5,812.37706
0.0,6,812.387073
1.0,12,812.408095
0.0,9,812.42411
0.0,3,812.429115
0.0,5,812.473154
0.0,4,812.48016
0.0,2,812.485167
0.0,2,812.48817
0.0,5,812.497178
0.0,4,812.505187
0.0,4,812.511193
0.0,9,812.528208
0.0,3,812.53422
0.0,9,812.551233
0.0,3,812.556239
0.0,3,812.561244
0.0,6,812.573256
0.0,2,812.576259
0.0,6,812.58827
0.0,4,812.594275
0.0,7,812.607291
0.0,6,812.619302
0.0,4,812.626309
0.0,7,812.63932
0.0,3,812.644325
0.0,2,812.648329
0.0,3,812.654334
0.0,4,812.66034
0.0,6,812.672354
0.0,8,812.686872
0.0,4,812.692878
0.0,6,812.70441
0.0,2,812.707413
0.0,6,812.719424
1.0,17,812.750455
0.0,4,812.756461
0.0,3,812.761466
0.0,3,812.768472
0.0,6,812.778483
0.0,5,812.788492
0.0,2,812.791494
0.0,15,812.820046
0.0,7,812.833057
0.0,2,812.837065
0.0,9,812.853081
0.0,4,812.859087
0.0,2,812.86309
0.0,4,812.871097
0.0,3,812.876102
0.0,4,812.88413
0.0,6,812.894139
0.0,5,812.904149
0.0,5,812.912156
0.0,2,812.916159
1.0,9,812.931175
0.0,13,812.955196
0.0,13,812.977216
0.0,7,812.990228
0.0,9,813.006243
0.0,2,813.010247
0.0,9,813.02526
0.0,3,813.030265
1.0,17,813.057289
0.0,4,813.064296
0.0,4,813.070301
0.0,5,813.078308
0.0,4,813.085315
0.0,3,813.089318
0.0,2,813.093322
0.0,7,813.104332
0.0,2,813.107335
0.0,4,813.114341
0.0,4,813.120347
0.0,3,813.125351
0.0,6,813.13536
0.0,2,813.138363
0.0,7,813.149373
0.0,2,813.152376
0.0,7,813.163386
0.0,2,813.167389
0.0,4,813.173395
0.0,3,813.178399
0.0,7,813.189409
0.0,8,813.202422
0.0,2,813.205424
0.0,6,813.215433
0.0,4,813.221439
0.0,4,813.227444
0.0,5,813.236452
0.0,7,813.247463
0.0,7,813.258472
0.0,2,813.261475
0.0,2,813.264478
0.0,4,813.271484
0.0,3,813.276489
1.0,7,813.287501
0.0,4,813.293506
0.0,4,813.300513
0.0,4,813.306518
0.0,3,813.311523
0.0,5,813.31953
0.0,8,813.332542
0.0,4,813.372579
0.0,8,813.385591
0.0,8,813.398602
0.0,3,813.403607
0.0,4,813.409613
1.0,7,813.420623
0.0,8,813.433635
0.0,4,813.43964
0.0,4,813.445645
0.0,2,813.448648
0.0,2,813.452652
0.0,5,813.460659
0.0,2,813.463662
0.0,6,813.472671
0.0,3,813.477674
0.0,2,813.480677
0.0,6,813.490686
0.0,2,813.493689
0.0,3,813.498694
0.0,5,813.506701
0.0,11,813.523716
0.0,7,813.534727
0.0,2,813.53873
0.0,4,813.544736
0.0,4,813.550741
0.0,2,813.553744
0.0,4,813.56075
0.0,3,813.564754
0.0,2,813.568757
0.0,5,813.576765
0.0,4,813.582771
0.0,8,813.594781
0.0,5,813.602789
0.0,3,813.607793
0.0,4,813.614799
0.0,2,813.617802
0.0,4,813.623807
0.0,4,813.629813
0.0,3,813.634818
0.0,7,813.645827
0.0,3,813.650832
0.0,4,813.656837
0.0,6,813.666847
0.0,4,813.672853
1.0,9,813.687866
0.0,9,813.70288
0.0,2,813.705882
0.0,8,813.719895
0.0,2,813.722898
0.0,6,813.732907
0.0,2,813.735909
0.0,6,813.745919
0.0,3,813.750923
0.0,5,813.759931
0.0,5,813.767939
0.0,8,813.78095
0.0,2,813.783953
0.0,7,813.795964
0.0,10,813.81298
0.0,10,813.828994
0.0,7,813.841005
0.0,10,813.858021
1.0,11,813.877038
0.0,6,813.887047
0.0,2,813.89005
1.0,6,813.900059
0.0,3,813.905063
0.0,10,813.922079
0.0,6,813.932088
0.0,5,813.940095
0.0,2,813.944099
0.0,2,813.947101
0.0,2,813.951105
0.0,15,813.976128
0.0,7,813.987138
0.0,3,813.992142
0.0,2,813.996146
0.0,2,813.999149
0.0,2,814.002151
0.0,7,814.014163
0.0,3,814.019167
0.0,5,814.028175
0.0,6,814.038184
0.0,4,814.044189
0.0,2,814.048194
0.0,5,814.056201
0.0,9,814.071214
0.0,2,814.075218
1.0,8,814.08823
0.0,9,814.104244
0.0,2,814.107247
0.0,2,814.11025
0.0,13,814.13227
0.0,11,814.151291
0.0,7,814.163302
0.0,7,814.175313
0.0,6,814.185322
0.0,2,814.188324
0.0,4,814.229362
0.0,3,814.234366
0.0,2,814.23837
0.0,5,814.246377
0.0,3,814.251382
0.0,3,814.257387
0.0,3,814.262392
0.0,9,814.277406
0.0,2,814.280408
0.0,3,814.286414
0.0,5,814.294421
0.0,4,814.301427
0.0,2,814.30443
0.0,2,814.308434
0.0,2,814.311436
0.0,4,814.318443
0.0,4,814.325449
0.0,6,814.335458
0.0,3,814.341464
0.0,2,814.344467
0.0,3,814.350472
0.0,2,814.353475
0.0,3,814.358479
0.0,2,814.362483
0.0,3,814.367488
0.0,3,814.373493
0.0,2,814.376495
0.0,5,814.385504
0.0,2,814.388506
0.0,4,814.395513
0.0,2,814.399517
1.0,16,814.426541
0.0,4,814.433547
0.0,4,814.440554
0.0,3,814.445559
0.0,4,814.452564
0.0,2,814.455568
0.0,5,814.464576
0.0,2,814.467578
0.0,7,814.48059
0.0,2,814.483593
0.0,5,814.492601
0.0,2,814.496604
0.0,2,814.499607
0.0,16,814.527633
0.0,4,814.534639
0.0,4,814.541646
0.0,12,814.562665
0.0,4,814.569671
0.0,6,814.57968
0.0,4,814.586687
0.0,4,814.593693
0.0,8,814.607706
0.0,6,814.617715
0.0,6,814.628725
0.0,8,814.642737
1.0,11,814.661755
0.0,9,814.676769
0.0,3,814.682774
0.0,2,814.685777
0.0,11,814.704794
0.0,2,814.708798
0.0,17,814.737824
1.0,21,814.773857
0.0,12,814.794876
0.0,4,814.801882
0.0,8,814.815896
0.0,5,814.824903
0.0,4,814.831909
0.0,6,814.841919
0.0,2,814.845923
0.0,5,814.85393
1.0,8,814.868943
0.0,3,814.873948
0.0,10,814.891964
0.0,5,814.900972
0.0,2,814.903975
0.0,4,814.910982
0.0,3,814.916987
0.0,23,814.956023
0.0,3,814.962028
0.0,6,814.972037
0.0,3,814.977041
1.0,9,814.993056
0.0,3,814.998061
0.0,7,815.010072
0.0,2,815.014075
0.0,14,815.038098
0.0,3,815.043102
0.0,6,815.054111
1.0,15,815.080135
0.0,13,815.137187
0.0,11,815.156204
0.0,10,815.17322
1.0,8,815.187232
0.0,13,815.210254
0.0,5,815.218261
0.0,4,815.225267
0.0,4,815.232274
0.0,3,815.237278
0.0,9,815.253293
0.0,11,815.27231
0.0,7,815.284321
1.0,11,815.30434
0.0,2,815.308343
0.0,3,815.313347
0.0,6,815.323356
0.0,6,815.334367
0.0,8,815.348379
0.0,7,815.36039
0.0,3,815.365395
0.0,5,815.374403
0.0,3,815.379407
0.0,2,815.383411
0.0,4,815.390418
0.0,7,815.403429
0.0,12,815.42545
0.0,3,815.430454
0.0,4,815.437461
0.0,5,815.446468
0.0,8,815.460481
0.0,5,815.468488
0.0,5,815.477497
0.0,2,815.4815
0.0,5,815.490508
0.0,3,815.495513
0.0,8,815.509526
1.0,24,815.551564
0.0,3,815.55757
0.0,4,815.564576
0.0,5,815.572583
0.0,2,815.576587
0.0,4,815.583593
0.0,2,815.586596
0.0,6,815.597606
0.0,3,815.602611
0.0,7,815.614621
1.0,23,815.655659
0.0,6,815.665668
0.0,6,815.676677
0.0,6,815.686687
0.0,5,815.695695
0.0,2,815.699698
0.0,3,815.704703
0.0,11,815.723721
0.0,2,815.727724
0.0,13,815.749744
1.0,15,815.776769
0.0,2,815.779772
0.0,2,815.783775
0.0,6,815.793784
1.0,17,815.823812
0.0,3,815.829817
0.0,7,815.841828
1.0,8,815.855841
0.0,2,815.858844
0.0,4,815.86585
1.0,20,815.902883
0.0,4,817.423533
0.0,3,817.429539
0.0,2,817.433542
0.0,6,817.443551
0.0,7,817.455562
0.0,2,817.459566
0.0,10,817.47558
0.0,5,817.484589
0.0,2,817.487591
0.0,6,817.497601
0.0,7,817.509611
0.0,2,817.513615
0.0,6,817.523624
0.0,8,817.570667
0.0,2,817.57467
0.0,3,817.579675
0.0,2,817.582678
0.0,8,817.59669
0.0,2,817.599693
0.0,3,817.604698
0.0,2,817.608701
0.0,8,817.621713
0.0,2,817.624716
0.0,3,817.629721
0.0,5,817.638729
0.0,4,817.645735
0.0,2,817.648738
0.0,5,817.656745
0.0,4,817.663752
0.0,4,817.670758
0.0,2,817.673761
0.0,2,817.677764
0.0,11,817.695781
0.0,4,817.702787
1.0,15,817.72781
0.0,2,817.730813
0.0,2,817.734816
0.0,7,817.745826
0.0,12,817.766845
0.0,2,817.769848
1.0,12,817.789866
1.0,7,817.801877
0.0,4,817.808883
0.0,2,817.812887
0.0,4,817.818893
0.0,6,817.829903
0.0,4,817.836909
0.0,6,817.846918
0.0,4,817.852923
0.0,11,817.871941
0.0,6,817.88195
0.0,7,817.893961
0.0,10,817.910976
0.0,3,817.915981
0.0,4,817.922987
0.0,4,817.929994
0.0,2,817.932997
0.0,2,817.937
0.0,5,817.945007
0.0,2,817.949011
0.0,2,817.953014
0.0,4,817.960021
0.0,4,817.967027
0.0,2,817.97003
0.0,5,817.978038
0.0,5,817.987046
0.0,8,818.001058
0.0,4,818.007064
0.0,2,818.011067
0.0,11,818.029084
0.0,2,818.033087
