#{"t_start": 1679479579.2301593, "env_id": "FrozenLake-v1"}
r,l,t 
0.0,3,77.934747
0.0,2,77.938751
0.0,10,77.955767
0.0,4,77.999806
0.0,5,78.007814
0.0,6,78.018824
0.0,2,78.021826
0.0,2,78.02583
0.0,2,78.028833
0.0,5,78.037841
0.0,3,78.042845
0.0,27,78.090889
0.0,3,78.095894
0.0,2,78.099897
0.0,5,78.107905
0.0,5,78.116913
0.0,2,78.120916
0.0,6,78.130926
0.0,10,78.148942
0.0,2,78.151945
0.0,4,78.158951
0.0,2,78.162955
0.0,2,78.165958
0.0,5,78.174966
0.0,2,78.178969
0.0,8,78.192982
0.0,2,78.196986
0.0,3,78.20199
0.0,5,78.210998
0.0,4,78.218005
0.0,6,78.228014
0.0,4,78.236021
0.0,5,78.244029
0.0,20,78.280061
0.0,2,78.283064
0.0,3,78.288069
1.0,10,78.306085
0.0,4,78.313091
0.0,5,78.322099
0.0,3,78.327104
0.0,11,78.347122
0.0,9,78.363137
1.0,13,78.386158
0.0,4,78.393164
0.0,2,78.396167
0.0,2,78.40017
0.0,7,78.412181
0.0,2,78.416185
0.0,2,78.420188
0.0,3,78.425193
0.0,3,78.431199
0.0,5,78.440207
0.0,7,78.452217
0.0,7,78.464229
0.0,18,78.496258
0.0,3,78.501262
0.0,7,78.514274
0.0,13,78.537295
0.0,4,78.544302
0.0,4,78.551308
0.0,2,78.555311
0.0,2,78.558314
0.0,4,78.565321
0.0,2,78.569324
0.0,2,78.572327
0.0,6,78.583337
0.0,3,78.588341
0.0,13,78.611362
0.0,2,78.615366
0.0,5,78.624375
0.0,7,78.636385
0.0,2,78.640389
0.0,3,78.645393
0.0,5,78.654402
0.0,2,78.658405
0.0,2,78.661408
0.0,4,78.668414
0.0,5,78.677423
0.0,6,78.688432
0.0,4,78.695439
0.0,10,78.713455
0.0,11,78.732472
0.0,5,78.741481
0.0,3,78.747486
0.0,19,78.781517
0.0,7,78.793528
0.0,3,78.799534
0.0,9,78.815548
0.0,2,78.818551
0.0,5,78.827559
0.0,2,78.831563
1.0,11,78.851581
0.0,6,78.86159
0.0,3,78.867596
0.0,5,78.876604
0.0,5,78.919642
0.0,5,78.928651
0.0,4,78.935657
0.0,2,78.939661
0.0,14,78.964684
0.0,3,78.969688
0.0,8,78.984702
0.0,2,78.987705
0.0,5,78.996713
0.0,7,79.009724
0.0,8,79.023737
0.0,2,79.027741
0.0,9,79.043756
0.0,5,79.052764
0.0,3,79.058769
0.0,4,79.065775
0.0,9,79.08179
0.0,2,79.085794
0.0,8,79.099807
0.0,4,79.106813
0.0,7,79.119825
0.0,2,79.122828
0.0,5,79.131836
0.0,3,79.137841
0.0,4,79.144848
0.0,8,79.159861
0.0,6,79.16987
0.0,4,79.177878
0.0,2,79.18088
0.0,3,79.186886
1.0,12,79.207905
0.0,2,79.211908
0.0,6,79.222919
0.0,6,79.233928
0.0,2,79.236931
0.0,3,79.242937
0.0,5,79.251945
0.0,2,79.254948
0.0,3,79.260953
0.0,2,79.263956
0.0,3,79.269961
0.0,3,79.274966
0.0,6,79.285976
0.0,10,79.303992
0.0,5,80.795362
1.0,12,80.817382
0.0,7,80.831395
0.0,4,80.838402
0.0,10,80.855417
0.0,4,80.862423
0.0,4,80.86943
0.0,4,80.876435
0.0,4,80.882441
0.0,6,80.893451
0.0,2,80.896455
0.0,3,80.901459
0.0,2,80.905463
0.0,12,80.925481
0.0,4,80.932487
0.0,7,80.943497
0.0,4,80.950504
0.0,10,80.967519
0.0,7,80.979531
1.0,16,81.006554
0.0,3,81.011559
1.0,9,81.026573
0.0,9,81.041586
0.0,10,81.058602
0.0,15,81.087573
0.0,2,81.090575
0.0,5,81.100584
0.0,9,81.116599
0.0,4,81.123605
0.0,7,81.136617
0.0,7,81.148628
0.0,5,81.157636
0.0,3,81.162641
0.0,2,81.166644
0.0,3,81.171649
0.0,6,81.182659
0.0,3,81.187664
0.0,4,81.19467
0.0,3,81.200675
1.0,16,81.229702
0.0,7,81.241713
0.0,3,81.247718
0.0,5,81.256726
0.0,3,81.261731
0.0,2,81.265734
0.0,4,81.272742
0.0,4,81.280748
0.0,4,81.287755
0.0,8,81.3378
0.0,4,81.344806
0.0,3,81.349811
0.0,2,81.352814
0.0,7,81.364825
0.0,3,81.369829
0.0,3,81.374834
0.0,5,81.383842
0.0,2,81.386845
0.0,9,81.401858
0.0,2,81.405862
0.0,5,81.413869
0.0,2,81.417873
1.0,8,81.430885
0.0,9,81.4469
0.0,7,81.45891
0.0,3,81.463915
0.0,4,81.470921
0.0,3,81.475926
0.0,4,81.481931
0.0,7,81.493942
1.0,9,81.509956
0.0,4,81.515962
0.0,4,81.522968
0.0,8,81.536981
0.0,10,81.553997
0.0,2,81.556999
0.0,3,81.563004
0.0,5,81.571012
0.0,2,81.574014
0.0,5,81.583023
1.0,8,81.597036
0.0,2,81.600038
0.0,2,81.603041
0.0,3,81.609047
0.0,3,81.614051
0.0,4,81.620057
0.0,10,81.637073
0.0,10,81.654088
0.0,10,81.671103
0.0,7,81.683114
0.0,3,81.688119
0.0,2,81.692122
0.0,9,81.707136
0.0,4,81.714142
0.0,10,81.731158
0.0,3,81.736162
0.0,22,81.773196
0.0,6,81.783206
0.0,2,81.787209
0.0,4,81.794215
0.0,9,81.809229
0.0,4,81.816235
0.0,6,81.826244
0.0,4,81.83325
0.0,5,81.841258
0.0,2,81.845261
0.0,6,81.855271
0.0,2,81.858273
0.0,3,81.864279
0.0,4,81.870284
0.0,2,81.874288
0.0,3,81.879293
0.0,11,81.89831
0.0,4,81.904315
0.0,2,81.908319
0.0,2,81.912323
0.0,7,81.924333
0.0,3,81.929338
0.0,6,81.940348
0.0,6,81.951358
0.0,5,81.959365
0.0,5,81.968373
0.0,2,81.972377
0.0,2,81.97538
0.0,3,81.981385
0.0,10,81.9984
0.0,2,82.002404
0.0,3,82.007409
1.0,18,82.039438
1.0,9,82.055453
0.0,4,82.062459
0.0,3,82.068465
0.0,3,82.073469
0.0,5,82.082477
0.0,4,82.089483
0.0,6,82.100494
0.0,2,82.103496
0.0,2,82.1075
0.0,12,82.128519
0.0,6,82.139529
0.0,6,82.149538
0.0,11,82.168555
0.0,4,82.175562
0.0,3,82.181567
0.0,11,82.235617
0.0,5,82.244624
0.0,9,82.260639
0.0,7,82.273651
0.0,2,82.276654
0.0,4,82.28366
1.0,8,82.297673
0.0,8,82.312687
0.0,4,82.319693
0.0,2,82.322695
0.0,3,82.328701
0.0,2,82.331704
0.0,4,82.33871
0.0,11,82.358729
0.0,2,82.362732
0.0,3,82.367737
0.0,6,82.378747
0.0,6,82.389757
0.0,2,82.39376
0.0,2,82.396763
0.0,2,82.400767
1.0,6,82.411777
0.0,9,82.427791
0.0,7,82.440803
0.0,3,82.445807
0.0,3,82.450812
0.0,7,82.463824
0.0,2,82.466827
0.0,4,82.474834
0.0,5,82.483842
0.0,2,82.486845
0.0,6,82.497855
0.0,3,82.502859
0.0,3,82.508865
0.0,2,82.512869
0.0,2,82.515871
0.0,9,82.531886
0.0,12,82.553906
0.0,2,82.556909
0.0,2,82.560912
0.0,3,82.565917
0.0,2,82.569921
0.0,3,82.574925
0.0,3,82.580931
0.0,7,82.592941
0.0,5,82.601949
0.0,3,82.607955
0.0,3,82.61296
0.0,2,82.616963
0.0,5,82.625971
0.0,3,82.630976
0.0,8,82.644989
0.0,6,82.655998
0.0,4,82.664006
0.0,7,82.676017
0.0,4,82.684024
0.0,5,82.693032
0.0,3,82.698037
0.0,12,82.720057
1.0,9,82.736072
0.0,4,82.743078
0.0,7,82.755089
0.0,5,82.764097
0.0,5,82.773105
0.0,3,82.779111
0.0,2,82.782113
0.0,7,82.795137
1.0,8,82.809151
0.0,7,82.822163
0.0,2,82.825166
0.0,2,82.829169
0.0,3,82.834174
0.0,9,82.850189
0.0,3,82.856194
0.0,2,82.859197
0.0,6,82.870207
0.0,2,82.873209
0.0,4,82.880216
0.0,2,82.884219
0.0,3,82.889224
0.0,8,82.903237
0.0,3,82.909242
0.0,10,82.926258
0.0,8,82.94027
0.0,2,82.944274
1.0,9,82.960289
0.0,4,82.967295
0.0,4,82.974302
0.0,2,82.977304
0.0,3,82.98331
0.0,5,82.992318
0.0,2,82.99532
0.0,3,83.000325
0.0,2,83.004328
0.0,14,83.029351
0.0,8,83.042363
0.0,7,83.055375
0.0,2,83.058378
0.0,7,83.071389
0.0,3,83.076394
0.0,7,83.088405
0.0,3,83.09341
1.0,10,83.111426
0.0,11,83.165884
0.0,3,83.171889
0.0,9,83.187904
0.0,5,83.196912
0.0,2,83.199915
0.0,7,83.212927
0.0,5,83.221935
0.0,6,83.232945
0.0,5,83.241953
0.0,2,83.244956
0.0,4,83.251962
0.0,2,83.255966
0.0,6,83.266976
0.0,3,83.27198
0.0,3,83.277986
0.0,2,83.280989
0.0,6,83.291999
0.0,4,83.299005
0.0,2,83.303008
0.0,4,83.310015
0.0,8,83.32703
0.0,15,83.362062
0.0,2,83.369069
0.0,3,83.375074
0.0,7,83.391089
0.0,4,83.4031
0.0,2,83.406102
0.0,2,83.410106
0.0,9,83.434128
0.0,3,83.439132
0.0,6,83.454146
0.0,12,83.484173
0.0,9,83.504192
0.0,2,83.508195
0.0,3,83.517203
0.0,5,83.526212
0.0,7,83.542226
0.0,4,83.552235
0.0,6,83.567249
0.0,6,83.578259
0.0,3,83.587267
0.0,3,83.592272
0.0,2,83.596275
0.0,3,83.604282
0.0,4,83.611289
0.0,6,83.625302
0.0,5,83.637313
0.0,2,83.641316
0.0,6,83.655329
0.0,2,83.658332
0.0,3,83.66734
0.0,4,83.674346
0.0,2,83.67835
0.0,6,83.694364
0.0,5,83.706376
0.0,7,83.72239
0.0,6,83.736403
0.0,4,83.743409
0.0,7,83.758423
0.0,5,83.770433
0.0,8,83.788965
0.0,6,83.801976
0.0,11,83.824998
0.0,5,83.836008
0.0,3,83.842013
0.0,2,83.846017
0.0,6,83.860029
0.0,2,83.865034
0.0,6,83.877045
0.0,10,83.902068
0.0,2,83.905071
0.0,2,83.909075
0.0,3,83.917086
0.0,13,83.942106
0.0,4,83.951121
0.0,5,83.960126
0.0,2,83.966131
0.0,4,83.97314
0.0,7,83.988154
0.0,6,84.001165
0.0,6,84.012175
0.0,4,84.021187
0.0,8,84.038206
0.0,4,84.045213
0.0,3,84.053222
1.0,8,84.070237
0.0,6,84.083249
0.0,8,84.099269
0.0,8,84.115282
0.0,5,84.12429
0.0,3,84.131297
0.0,2,84.1353
0.0,4,84.142306
0.0,5,84.15332
0.0,2,84.157324
0.0,6,84.169335
1.0,16,84.203366
0.0,8,84.260421
0.0,3,84.276435
0.0,4,84.289447
0.0,2,84.293451
0.0,3,84.307463
0.0,2,84.310466
0.0,4,84.325985
0.0,3,84.337996
0.0,6,84.35401
0.0,10,84.37603
0.0,4,84.38604
0.0,4,84.393046
0.0,4,84.40257
0.0,6,84.420586
0.0,4,84.440606
0.0,2,84.444608
0.0,4,84.471633
0.0,6,84.491651
0.0,4,84.508195
0.0,15,84.538914
0.0,7,84.554929
0.0,3,84.559935
0.0,3,84.566939
0.0,8,84.582954
0.0,9,84.601491
0.0,3,84.606493
0.0,6,84.618504
0.0,7,84.632521
0.0,4,84.63953
0.0,3,84.643535
0.0,5,84.656559
0.0,5,84.667575
0.0,5,84.677069
0.0,2,84.682073
0.0,3,84.687082
0.0,5,84.699089
0.0,6,84.710099
0.0,5,84.722121
0.0,5,84.732907
0.0,8,84.749918
0.0,8,84.767917
0.0,2,84.770919
0.0,2,84.773922
0.0,19,84.813962
0.0,7,84.829976
0.0,5,84.841526
0.0,4,84.85054
0.0,8,84.868561
1.0,8,84.88658
0.0,8,84.904604
0.0,6,86.427991
0.0,4,86.438
0.0,3,86.443005
0.0,4,86.450011
0.0,4,86.456017
0.0,5,86.465025
0.0,6,86.474033
0.0,3,86.479038
0.0,3,86.484042
0.0,5,86.492049
0.0,2,86.495052
0.0,4,86.502058
0.0,12,86.521076
1.0,7,86.533087
0.0,5,86.550102
0.0,2,86.553105
0.0,10,86.586135
0.0,4,86.602149
0.0,3,86.616162
0.0,4,86.631176
0.0,6,86.652196
0.0,9,86.681221
0.0,10,86.709247
0.0,5,86.720257
0.0,2,86.72326
0.0,4,86.733269
1.0,10,86.749283
0.0,6,86.759293
0.0,5,86.769302
0.0,9,86.785316
0.0,5,86.793324
0.0,6,86.804334
0.0,7,86.818346
0.0,3,86.82235
0.0,10,86.841368
0.0,9,86.859384
0.0,9,86.876399
0.0,11,86.894415
0.0,3,86.89942
0.0,5,86.907427
0.0,3,86.912431
0.0,10,86.963478
0.0,2,86.966481
0.0,3,86.970484
0.0,2,86.973487
0.0,4,86.980493
0.0,3,86.984497
0.0,2,86.988501
0.0,12,87.006517
0.0,6,87.015525
0.0,3,87.02053
0.0,4,87.026535
0.0,7,87.037545
0.0,3,87.04255
0.0,6,87.051558
0.0,2,87.054561
0.0,5,87.062568
0.0,5,87.070575
0.0,4,87.076581
0.0,3,87.081585
0.0,4,87.087591
0.0,8,87.099602
0.0,3,87.104607
0.0,4,87.110612
0.0,8,87.123624
0.0,5,87.131631
0.0,2,87.134634
0.0,10,87.149647
0.0,2,87.15265
0.0,8,87.165662
0.0,3,87.169666
1.0,16,87.194688
0.0,11,87.212704
0.0,6,87.221713
0.0,3,87.226717
0.0,8,87.239729
0.0,2,87.243734
0.0,6,87.255745
0.0,4,87.264752
0.0,6,87.275762
0.0,7,87.289775
0.0,9,87.305789
0.0,7,87.321804
0.0,9,87.337818
0.0,3,87.346827
0.0,7,87.357837
0.0,4,87.365844
0.0,4,87.375853
0.0,4,87.38286
0.0,4,87.391868
0.0,4,87.400876
0.0,8,87.417891
0.0,4,87.424898
0.0,5,87.435908
0.0,15,87.467937
0.0,11,87.489957
0.0,3,87.494962
0.0,5,87.50397
0.0,2,87.506972
0.0,2,87.512979
0.0,4,87.520985
0.0,3,87.526991
0.0,3,87.533997
0.0,5,87.542004
0.0,2,87.54801
0.0,4,87.555016
0.0,2,87.55902
0.0,2,87.564024
0.0,6,87.576035
0.0,2,87.580039
0.0,7,87.593051
0.0,6,87.605062
0.0,14,87.636091
0.0,5,87.646099
0.0,5,87.655107
0.0,3,87.659111
0.0,10,87.678128
0.0,5,87.687136
0.0,2,87.690139
0.0,2,87.693141
0.0,5,87.70215
0.0,3,87.706153
0.0,2,87.710157
0.0,6,87.720166
0.0,2,87.723169
0.0,4,87.729175
0.0,3,87.734179
0.0,5,87.742186
1.0,13,87.763206
0.0,3,87.767209
0.0,8,87.785227
0.0,2,87.78823
0.0,6,87.800241
0.0,2,87.803243
0.0,8,87.818256
0.0,2,87.821258
0.0,9,87.837273
0.0,5,87.850284
0.0,5,87.896327
0.0,2,87.89933
0.0,2,87.903333
0.0,3,87.908338
0.0,8,87.921351
0.0,3,87.926354
0.0,3,87.930358
0.0,4,87.936364
0.0,2,87.940367
0.0,4,87.946373
0.0,6,87.955381
0.0,8,87.969394
0.0,4,87.975399
0.0,6,87.984407
0.0,5,87.992653
0.0,4,87.999421
0.0,5,88.006428
0.0,2,88.00943
0.0,4,88.016436
0.0,5,88.024444
0.0,6,88.033452
0.0,6,88.043461
0.0,2,88.046464
1.0,15,88.069485
0.0,2,88.072488
0.0,5,88.080495
0.0,2,88.083497
0.0,3,88.088501
0.0,6,88.098511
0.0,10,88.114526
0.0,5,88.121532
0.0,6,88.131541
0.0,7,88.142552
0.0,4,88.148557
0.0,4,88.154562
0.0,2,88.158566
0.0,3,88.162569
0.0,3,88.167574
0.0,2,88.170577
0.0,3,88.175581
0.0,3,88.180586
0.0,3,88.184589
0.0,5,88.192597
0.0,6,88.201605
0.0,2,88.205609
0.0,3,88.209612
0.0,7,88.221623
0.0,8,88.233634
0.0,3,88.238638
0.0,5,88.245645
0.0,2,88.249649
0.0,5,88.256655
0.0,5,88.264662
0.0,3,88.269667
0.0,6,88.278675
0.0,6,88.288684
0.0,3,88.293689
0.0,2,88.296691
0.0,4,88.303698
0.0,14,88.324717
1.0,20,88.356746
0.0,5,88.364753
0.0,7,88.375763
0.0,10,88.390777
0.0,6,88.400786
0.0,7,88.410795
0.0,9,88.424807
0.0,2,88.427811
0.0,7,88.439821
0.0,3,88.444826
0.0,2,88.447829
0.0,2,88.450832
0.0,4,88.456837
0.0,8,88.469849
0.0,5,88.476855
1.0,9,88.490868
0.0,7,88.501878
0.0,3,88.506882
0.0,2,88.510886
0.0,3,88.515891
0.0,2,88.518893
0.0,5,88.526901
0.0,2,88.530904
0.0,3,88.535909
0.0,3,88.540914
0.0,18,88.56994
0.0,18,88.599967
0.0,3,88.604972
0.0,8,88.617984
0.0,5,88.625991
0.0,3,88.630996
0.0,3,88.636
0.0,5,88.644007
0.0,4,88.651013
0.0,6,88.661022
0.0,7,88.673033
0.0,5,88.681041
0.0,8,88.729084
1.0,15,88.755108
0.0,2,88.758111
0.0,5,88.767119
0.0,8,88.780131
0.0,5,88.788138
0.0,14,88.811159
0.0,11,88.829176
0.0,5,88.838184
0.0,11,88.8562
0.0,8,88.870213
0.0,8,88.883225
0.0,4,88.890231
0.0,8,88.903243
0.0,8,88.917256
0.0,7,88.928266
0.0,3,88.93327
0.0,4,88.940275
0.0,5,88.949285
0.0,10,88.965298
0.0,6,88.975309
0.0,6,88.985318
0.0,5,88.994326
0.0,6,89.005336
0.0,3,89.01034
0.0,7,89.023352
0.0,6,89.033361
0.0,2,89.036364
0.0,3,89.041368
0.0,5,89.049376
0.0,3,89.05438
0.0,3,89.060386
0.0,3,89.065391
0.0,2,89.068393
0.0,2,89.071396
0.0,3,89.076401
0.0,3,89.081405
0.0,6,89.091414
0.0,2,89.095418
0.0,2,89.09842
0.0,5,89.106428
0.0,3,89.111433
0.0,3,89.116436
0.0,5,89.125445
0.0,2,89.128448
0.0,3,89.133452
0.0,6,89.143461
1.0,11,89.161478
0.0,7,89.172488
0.0,7,89.1855
0.0,4,89.191505
0.0,3,89.19651
0.0,12,89.216528
0.0,5,89.224535
0.0,5,89.233543
0.0,2,89.237547
0.0,4,89.243552
0.0,2,89.248557
0.0,3,89.25256
0.0,6,89.26257
0.0,7,89.27458
0.0,2,89.277583
0.0,2,89.280586
0.0,5,89.289594
0.0,4,89.2966
0.0,7,89.308611
0.0,7,89.320623
0.0,9,89.336637
0.0,2,89.33964
0.0,2,89.343644
0.0,3,89.348648
0.0,4,89.355654
0.0,10,89.374672
0.0,12,89.39469
0.0,4,89.401697
0.0,7,89.413707
0.0,5,89.422715
0.0,6,89.433726
0.0,2,89.437729
0.0,7,89.44974
0.0,3,89.454744
0.0,7,89.466755
0.0,7,89.478766
0.0,4,89.485773
0.0,3,89.490777
0.0,2,89.494781
0.0,4,89.501787
0.0,3,89.506792
0.0,5,89.5158
0.0,3,89.520804
0.0,7,89.532816
0.0,5,89.541824
0.0,3,89.546828
0.0,4,89.553834
0.0,4,89.560841
0.0,4,89.567847
0.0,2,89.57085
0.0,3,89.610887
0.0,2,89.613889
0.0,6,89.624899
0.0,13,89.646919
0.0,4,89.653925
0.0,5,89.662934
0.0,6,89.672943
0.0,7,89.684954
0.0,6,89.695964
0.0,8,89.709976
0.0,5,89.718985
0.0,4,89.725991
0.0,6,89.737001
0.0,2,89.740004
0.0,2,89.744007
0.0,4,89.751014
0.0,2,89.755017
0.0,2,89.75802
0.0,4,89.766028
0.0,4,89.773034
0.0,6,89.783043
0.0,3,89.788048
0.0,2,89.792051
0.0,2,89.795054
0.0,3,89.800058
0.0,2,89.804062
0.0,8,89.818075
0.0,2,89.822078
0.0,6,89.833089
0.0,12,89.853106
0.0,5,89.862115
0.0,8,89.876127
0.0,11,89.895144
0.0,7,89.907156
0.0,4,89.915163
0.0,6,89.925172
0.0,2,89.929176
0.0,3,89.93418
0.0,4,89.941187
0.0,5,89.950195
0.0,2,89.953478
1.0,9,89.969212
0.0,2,89.972215
0.0,3,89.977219
0.0,5,89.986228
0.0,2,89.990231
0.0,7,90.002242
0.0,3,90.007247
0.0,3,90.013252
0.0,5,90.02126
0.0,5,90.030268
0.0,3,90.035272
0.0,8,90.049285
0.0,2,90.053289
0.0,3,90.058293
0.0,7,90.070304
0.0,5,90.079313
0.0,4,90.086319
0.0,6,90.096328
0.0,2,90.100331
0.0,6,90.111342
0.0,8,90.125354
0.0,4,90.13236
0.0,8,90.146373
0.0,2,90.149377
0.0,5,90.158384
0.0,2,91.625806
0.0,3,91.631811
0.0,3,91.636816
0.0,3,91.64182
0.0,9,91.656834
0.0,10,91.67385
0.0,3,91.678854
0.0,3,91.683858
0.0,5,91.691866
0.0,7,91.703877
0.0,2,91.70688
0.0,5,91.715888
0.0,5,91.723895
0.0,4,91.730901
0.0,7,91.741912
0.0,2,91.745915
0.0,10,91.762931
0.0,6,91.77294
0.0,2,91.775942
0.0,4,91.782949
0.0,3,91.787953
0.0,7,91.802967
0.0,3,91.807971
0.0,2,91.810974
0.0,5,91.818982
0.0,3,91.823986
0.0,9,91.840001
0.0,2,91.843004
0.0,9,91.858017
0.0,5,91.866024
0.0,2,91.870028
0.0,16,91.896052
0.0,4,91.903058
0.0,6,91.913067
0.0,3,91.918072
0.0,3,91.923076
0.0,3,91.928081
0.0,4,91.935087
0.0,10,91.989136
0.0,4,91.995142
0.0,3,92.000146
0.0,3,92.006152
0.0,3,92.011156
0.0,4,92.017162
0.0,19,92.049191
0.0,8,92.062203
0.0,4,92.069209
0.0,3,92.074214
0.0,9,92.089227
0.0,7,92.101238
0.0,5,92.109246
0.0,11,92.127262
0.0,14,92.151284
0.0,2,92.154286
0.0,8,92.167298
0.0,2,92.171302
1.0,10,92.187316
0.0,3,92.192321
0.0,3,92.197326
1.0,10,92.214341
0.0,7,92.226352
0.0,3,92.231356
0.0,5,92.239364
0.0,4,92.246371
0.0,3,92.251375
0.0,7,92.263386
0.0,4,92.269391
0.0,4,92.276397
0.0,3,92.281402
0.0,2,92.285406
0.0,4,92.291411
0.0,4,92.299418
0.0,9,92.314432
0.0,2,92.317435
0.0,5,92.326443
0.0,6,92.336452
0.0,8,92.349464
0.0,4,92.35647
0.0,6,92.366479
0.0,2,92.369482
1.0,13,92.391502
0.0,5,92.399509
0.0,9,92.414523
0.0,6,92.424532
0.0,7,92.436543
0.0,3,92.442548
0.0,2,92.445551
0.0,4,92.452558
0.0,3,92.457562
0.0,5,92.465569
0.0,2,92.468572
0.0,2,92.472576
0.0,4,92.479582
0.0,4,92.485588
0.0,4,92.492594
0.0,6,92.502603
0.0,3,92.508608
0.0,5,92.516616
0.0,8,92.531629
0.0,10,92.548646
0.0,6,92.559655
0.0,3,92.56466
0.0,4,92.571666
0.0,3,92.576671
0.0,3,92.581675
0.0,3,92.58768
0.0,4,92.594687
0.0,7,92.606698
0.0,2,92.6097
0.0,5,92.618709
0.0,2,92.622712
0.0,7,92.634723
0.0,2,92.638727
0.0,6,92.648736
0.0,13,92.671757
0.0,7,92.683768
0.0,7,92.695779
0.0,5,92.704787
0.0,15,92.731812
0.0,6,92.741821
0.0,4,92.748827
0.0,4,92.755834
0.0,5,92.764842
0.0,2,92.768845
0.0,4,92.775852
0.0,2,92.778854
0.0,2,92.782858
0.0,2,92.785861
0.0,3,92.790865
0.0,6,92.801875
0.0,8,92.816889
0.0,7,92.829901
0.0,2,92.867935
0.0,7,92.879946
0.0,2,92.882949
0.0,14,92.906971
0.0,2,92.910975
0.0,3,92.915979
0.0,3,92.920984
0.0,8,92.934996
0.0,11,92.954014
0.0,5,92.963022
0.0,5,92.97203
0.0,7,92.984041
0.0,5,92.992048
0.0,6,93.003058
0.0,2,93.006061
0.0,6,93.017071
0.0,3,93.022075
0.0,4,93.029082
0.0,2,93.032084
0.0,3,93.03809
0.0,3,93.043095
0.0,4,93.050101
0.0,10,93.067117
0.0,5,93.076125
0.0,3,93.081129
0.0,2,93.084132
0.0,2,93.088135
0.0,7,93.100147
0.0,2,93.10415
0.0,3,93.109155
1.0,11,93.128172
0.0,7,93.140183
0.0,3,93.145187
0.0,4,93.153195
0.0,3,93.1582
0.0,3,93.163204
0.0,4,93.17021
0.0,2,93.174214
0.0,2,93.177217
0.0,2,93.18122
0.0,4,93.188227
0.0,2,93.191229
0.0,5,93.200237
0.0,6,93.211247
0.0,12,93.232267
0.0,6,93.242276
0.0,2,93.24628
0.0,2,93.249282
0.0,2,93.253286
0.0,4,93.260292
0.0,2,93.264296
0.0,3,93.269397
0.0,2,93.273304
0.0,2,93.276307
0.0,5,93.285315
0.0,5,93.294323
0.0,6,93.305333
0.0,4,93.31234
0.0,3,93.317344
0.0,4,93.324351
0.0,4,93.332358
0.0,2,93.336362
0.0,3,93.341366
1.0,16,93.369391
0.0,6,93.380401
0.0,12,93.40142
0.0,5,93.410429
0.0,6,93.420438
0.0,4,93.427444
0.0,5,93.437453
0.0,8,93.451466
0.0,4,93.458472
0.0,4,93.465479
0.0,7,93.47749
0.0,9,93.492503
1.0,9,93.509519
0.0,2,93.512521
0.0,8,93.526534
0.0,6,93.537544
0.0,3,93.542549
0.0,3,93.547553
0.0,8,93.561566
0.0,5,93.570575
0.0,5,93.579582
0.0,7,93.591593
0.0,4,93.5986
0.0,2,93.601602
0.0,2,93.605606
0.0,6,93.615615
0.0,2,93.619619
0.0,9,93.635634
0.0,4,93.64264
0.0,5,93.650647
0.0,8,93.66466
0.0,6,93.67567
0.0,9,93.691684
0.0,2,93.694687
0.0,4,93.701694
0.0,2,93.705697
0.0,12,93.726717
0.0,7,93.738727
0.0,8,93.795779
0.0,12,93.816798
0.0,4,93.823804
0.0,7,93.836817
0.0,2,93.839819
0.0,5,93.849828
0.0,4,93.856835
0.0,4,93.863841
0.0,6,93.874851
0.0,7,93.886862
0.0,4,93.893868
0.0,4,93.900875
0.0,3,93.905879
0.0,2,93.909883
0.0,4,93.916889
0.0,3,93.921894
0.0,5,93.930902
0.0,3,93.935907
0.0,3,93.940911
0.0,5,93.949919
0.0,10,93.967936
0.0,4,93.974942
0.0,8,93.988955
0.0,5,93.996962
0.0,4,94.003968
0.0,4,94.010975
0.0,2,94.014979
1.0,9,94.030993
0.0,5,94.040004
0.0,4,94.04701
0.0,5,94.055017
0.0,4,94.062023
0.0,4,94.06903
0.0,5,94.078038
0.0,9,94.094053
0.0,3,94.099057
0.0,4,94.106064
0.0,6,94.117074
0.0,8,94.131087
0.0,5,94.140095
0.0,3,94.145099
0.0,4,94.152106
0.0,4,94.159112
0.0,2,94.163116
0.0,10,94.180131
0.0,2,94.184134
0.0,9,94.200149
0.0,2,94.203152
0.0,2,94.207156
0.0,6,94.217165
0.0,3,94.22317
0.0,2,94.226173
0.0,3,94.232178
0.0,3,94.237183
0.0,11,94.256201
0.0,9,94.272215
0.0,3,94.27722
0.0,4,94.284226
0.0,8,94.298239
0.0,3,94.303243
0.0,12,94.324262
0.0,7,94.337274
0.0,4,94.34428
0.0,8,94.359294
1.0,9,94.375309
0.0,3,94.381314
0.0,7,94.393325
0.0,5,94.402333
0.0,2,94.405336
0.0,6,94.416346
0.0,7,94.428357
0.0,3,94.434362
0.0,5,94.44337
0.0,2,94.446373
0.0,7,94.458384
0.0,3,94.46439
0.0,4,94.471396
0.0,3,94.4764
0.0,2,94.480404
0.0,3,94.485409
0.0,2,94.488411
0.0,5,94.49742
0.0,8,94.511432
0.0,4,94.518439
0.0,7,94.531451
0.0,7,94.543462
0.0,9,94.559476
0.0,3,94.564481
0.0,9,94.580495
0.0,9,94.595509
0.0,7,94.608521
0.0,3,94.613525
0.0,4,94.620532
0.0,16,94.648557
0.0,7,94.661569
0.0,9,94.711614
0.0,2,94.715618
0.0,7,94.727629
0.0,5,94.736637
0.0,3,94.741642
0.0,2,94.745646
0.0,2,94.748648
0.0,2,94.752652
0.0,3,94.757656
0.0,4,94.764663
1.0,7,94.776674
